,year,month,ID,date_of_placement,justification,length,num_points,in_place_Sim
5888,2015,6,8018440615,30,0,480,1,1
5889,2015,6,8018468815,29,0,160,1,1
5890,0,0,8019001615,0,0,0,0,0
5891,2015,6,8018482015,29,0,160,1,1
5892,0,0,8019544015,0,0,0,0,0
5893,2015,6,8018513315,30,0,160,1,1
5894,0,0,8020005115,0,0,0,0,0
5895,2015,7,8020392515,8,0,320,1,1
5896,2015,7,8021595715,17,0,640,1,1
5897,0,0,8021597015,0,0,0,0,0
5898,2015,7,8021873715,20,0,160,1,1
5899,2015,7,8018557015,1,0,320,1,1
5900,2015,7,8019004515,1,0,160,1,1
5901,2015,7,8020400815,9,0,160,1,1
5902,2015,7,8020045315,5,0,320,1,1
5903,2015,7,8020144115,4,0,160,1,1
5904,2015,7,8021115515,21,0,320,1,1
5905,0,0,8021390615,0,0,0,0,0
5906,2015,6,8018559315,29,0,160,1,1
5907,2015,7,8018611515,2,0,480,1,1
5908,2015,7,8020047615,1,0,480,1,1
5909,0,0,8021543715,0,0,0,0,0
5910,2015,7,8019481815,3,0,320,1,1
5911,2015,7,8019483015,3,0,320,1,1
5912,0,0,8020015715,0,0,0,0,0
5913,2015,7,8020120515,5,0,320,1,1
5914,2015,7,8021545015,21,0,160,1,1
5915,2015,7,8021566715,20,0,160,1,1
5916,2015,7,8022407015,23,0,320,1,1
5917,2015,6,8018645715,30,0,160,1,1
5918,2015,7,8021791015,20,0,160,1,1
5919,2015,7,8021802215,20,0,160,1,1
5920,2015,6,8018699015,30,0,160,1,1
5921,0,0,8020065415,0,0,0,0,0
5922,2015,7,8023158315,28,0,160,1,1
5923,2015,8,8023915915,4,0,160,1,1
5924,2015,7,8019623715,3,0,160,1,1
5925,0,0,8018772915,0,0,0,0,0
5926,2015,7,8022226515,27,0,160,1,1
5927,2015,8,8025422015,17,0,80,1,1
5928,2015,8,8025311315,17,0,160,1,1
5929,2015,7,8019991615,6,0,320,1,1
5930,2015,7,8023169515,30,0,320,1,1
5931,0,0,8023181515,0,0,0,0,0
5932,2015,8,8025026715,17,0,80,1,1
5933,2015,8,8025369115,14,0,320,1,1
5934,2016,3,8008788816,3,0,160,1,1
5935,2015,8,8025746015,18,0,160,1,1
5936,2015,9,8027373615,3,0,160,1,1
5937,2015,8,8025762515,18,0,160,1,1
5938,2015,9,8027685815,9,0,240,1,1
5939,2015,9,8025992015,1,0,160,1,1
5940,2015,10,8028538915,9,0,120,1,1
5941,2015,6,8018871715,30,0,160,1,1
5942,2015,7,8018942115,3,0,320,1,1
5943,2017,8,8027355815,7,0,120,1,1
5944,2015,10,8030301215,9,0,120,1,1
5945,2016,4,8016476116,15,0,160,1,1
5946,2015,10,8031184015,16,0,200,1,1
5947,2015,10,8031344715,16,0,120,1,1
5948,2015,11,8031369015,17,0,160,1,1
5949,2015,11,8031391515,17,0,160,1,1
5950,2015,11,8031549815,17,0,160,1,1
5951,2015,3,8006888715,10,0,160,1,1
5952,0,0,8034151515,0,0,0,0,0
5953,2015,12,8035550015,18,0,160,1,1
5954,2015,3,8006338715,6,0,160,1,1
5955,0,0,8036800015,0,0,0,0,0
5956,0,0,8037397515,0,0,0,0,0
5957,2015,12,8038696615,22,0,80,1,1
5958,2015,12,8038675915,18,0,160,1,1
5959,2015,12,8039008615,23,0,80,1,1
5960,2015,12,8039015215,22,0,80,1,1
5961,2015,12,8039065015,23,0,80,1,1
5962,2015,12,8039093315,23,0,160,1,1
5963,2015,12,8039362415,29,0,160,1,1
5964,2015,12,8039530415,30,0,1120,1,1
5965,2015,12,8039271915,29,0,160,1,1
5966,2015,12,8039331115,29,0,80,1,1
5967,2015,12,8039532715,30,0,320,1,1
5968,2015,12,8039305015,28,0,160,1,1
5969,2015,12,8039309615,28,0,160,1,1
5970,2015,12,8039408415,30,0,160,1,1
5971,2015,12,8039315615,30,0,160,1,1
5972,2016,1,8039343015,7,0,160,1,1
5973,2015,12,8039537915,30,0,160,1,1
5974,2015,12,8039388315,28,0,160,1,1
5975,2015,12,8039584715,30,0,80,1,1
5976,2015,12,8039636715,30,0,160,1,1
5977,2015,12,8039724315,30,0,160,1,1
5978,2016,1,8039796415,4,0,80,1,1
5979,2016,1,8039847815,4,0,160,1,1
5980,2016,1,8000754716,13,0,160,1,1
5981,2016,1,8000578416,12,0,80,1,1
5982,0,0,8000597916,0,0,0,0,0
5983,2016,1,8000453716,13,0,160,1,1
5984,2016,1,8000762016,12,0,80,1,1
5985,2016,1,8000766516,18,0,160,1,1
5986,2016,1,8000784316,13,0,640,1,1
5987,2016,1,8000786616,12,0,80,1,1
5988,2016,1,8000776016,12,0,480,1,1
5989,2016,1,8000778316,12,0,180,1,1
5990,2016,1,8000788916,11,0,480,1,1
5991,2016,1,8000852916,14,0,80,1,1
5992,2016,1,8001090516,14,0,240,1,1
5993,2016,1,8000919616,18,0,320,1,1
5994,2016,1,8001132016,13,0,80,1,1
5995,2016,1,8001484316,18,0,80,1,1
5996,2016,1,8001246516,14,0,160,1,1
5997,2016,1,8001684216,18,0,160,1,1
5998,2016,1,8001714916,19,0,160,1,1
5999,2016,1,8001737916,18,0,160,1,1
6000,2016,1,8001743916,19,0,160,1,1
6001,2016,1,8001786016,19,0,160,1,1
6002,2016,1,8001776416,20,0,160,1,1
6003,2016,1,8001803116,19,0,160,1,1
6004,0,0,8002146416,0,0,0,0,0
6005,2016,1,8002150116,20,0,160,1,1
6006,2016,1,8001961616,20,0,160,1,1
6007,2016,1,8002014016,20,0,160,1,1
6008,2016,1,8002165916,21,0,160,1,1
6009,0,0,8002098016,0,0,0,0,0
6010,2016,1,8002105616,20,0,160,1,1
6011,2016,1,8002167116,20,0,160,1,1
6012,2016,1,8002225116,21,0,160,1,1
6013,2016,1,8002209616,21,0,160,1,1
6014,2016,1,8002270716,21,0,160,1,1
6015,2016,1,8002292016,21,0,160,1,1
6016,2016,1,8002342816,22,0,160,1,1
6017,2016,1,8002408916,22,0,160,1,1
6018,2016,1,8002447416,22,0,480,1,1
6019,2016,1,8002600716,25,0,120,1,1
6020,2016,1,8002665116,29,0,320,1,1
6021,2016,1,8002925316,27,0,80,1,1
6022,2016,3,8009112816,8,0,320,1,1
6023,0,0,8009254716,0,0,0,0,0
6024,2016,3,8010405516,21,0,160,1,1
6025,2016,3,8010969616,16,0,480,1,1
6026,2016,3,8010658016,16,0,160,1,1
6027,2016,3,8010712516,16,0,320,1,1
6028,2016,3,8011280116,17,0,320,1,1
6029,2016,3,8011282416,17,0,160,1,1
6030,2016,3,8011294216,17,0,320,1,1
6031,2016,2,8003727016,1,0,320,1,1
6032,2016,2,8003733016,2,0,160,1,1
6033,2016,2,8003758316,5,0,160,1,1
6034,2016,3,8009058316,7,0,320,1,1
6035,2016,4,8012409816,5,0,160,1,1
6036,2016,2,8003808016,1,0,800,1,1
6037,2016,2,8004115916,2,0,240,1,1
6038,2016,2,8004207016,3,0,160,1,1
6039,2016,2,8004223616,2,0,160,1,1
6040,2016,2,8004374416,5,0,160,1,1
6041,2016,2,8004703816,5,0,160,1,1
6042,0,0,8005184416,0,0,0,0,0
6043,2016,2,8005621516,18,0,160,1,1
6044,2016,4,8008993016,6,0,160,1,1
6045,2016,2,8005519616,17,0,80,1,1
6046,2016,2,8005540516,17,0,160,1,1
6047,2016,2,8005578216,17,0,160,1,1
6048,2016,2,8005880016,18,0,160,1,1
6049,2016,2,8005901816,18,0,160,1,1
6050,2016,2,8006114016,24,0,80,1,1
6051,0,0,8005935016,0,0,0,0,0
6052,2016,2,8005951516,18,0,80,1,1
6053,2016,2,8006079016,19,0,160,1,1
6054,0,0,8005997516,0,0,0,0,0
6055,2016,2,8006081416,19,0,80,1,1
6056,2016,2,8006026316,19,0,160,1,1
6057,2016,2,8006029216,19,0,160,1,1
6058,2016,2,8006098416,24,0,320,1,1
6059,2016,4,8006211516,5,0,160,1,1
6060,2016,2,8006233916,24,0,320,1,1
6061,2016,2,8006249216,23,0,160,1,1
6062,2016,2,8006300816,23,0,160,1,1
6063,2016,2,8006360016,23,0,80,1,1
6064,2016,2,8006369816,23,0,160,1,1
6065,2016,3,8007710516,4,0,160,1,1
6066,2016,2,8006987316,25,0,160,1,1
6067,2016,3,8007351516,4,0,160,1,1
6068,2016,3,8010529616,22,0,160,1,1
6069,2016,3,8010663416,17,0,160,1,1
6070,2016,3,8010807616,17,0,160,1,1
6071,2016,3,8011311416,16,0,160,1,1
6072,2016,3,8011318916,17,0,160,1,1
6073,2016,3,8011322616,21,0,160,1,1
6074,2016,3,8011579716,21,0,80,1,1
6075,2016,3,8011368616,21,0,320,1,1
6076,2016,4,8011397616,8,0,160,1,1
6077,2016,4,8011407116,5,0,240,2,1
6078,0,0,8011545516,0,0,0,0,0
6079,2016,4,8011495816,5,0,160,1,1
6080,2016,3,8011670416,21,0,320,1,1
6081,2016,3,8011716416,22,0,160,1,1
6082,2016,3,8011730716,21,0,160,1,1
6083,0,0,8011736516,0,0,0,0,0
6084,2016,3,8011792216,21,0,160,1,1
6085,2016,3,8011954216,22,0,160,1,1
6086,2016,3,8011841316,31,0,160,1,1
6087,2016,3,8011970816,21,0,160,1,1
6088,2016,3,8012038016,21,0,80,1,1
6089,2016,3,8012633516,24,0,320,1,1
6090,2016,4,8016671916,16,0,160,1,1
6091,2016,3,8012694416,29,0,160,1,1
6092,2016,4,8012836316,18,0,120,1,1
6093,2016,3,8013118716,31,0,320,1,1
6094,0,0,8013049516,0,0,0,0,0
6095,2016,4,8012888316,4,0,160,1,1
6096,2016,3,8012819116,31,0,320,1,1
6097,2016,3,8012899516,30,0,320,1,1
6098,2016,4,8013273216,5,0,120,1,1
6099,2016,4,8013738516,5,0,160,1,1
6100,2016,4,8013570716,7,0,160,1,1
6101,2016,4,8013575916,5,0,240,1,1
6102,2016,3,8013767516,31,0,320,1,1
6103,2016,4,8013091116,11,0,320,1,1
6104,2016,3,8013017616,31,0,160,1,1
6105,2016,4,8013630016,16,0,160,1,1
6106,0,0,8013695416,0,0,0,0,0
6107,2016,4,8013735616,16,0,320,1,1
6108,0,0,8013899916,0,0,0,0,0
6109,2016,4,8013808316,5,0,160,1,1
6110,2016,4,8013838016,5,0,160,1,1
6111,2016,4,8014069016,11,0,160,1,1
6112,2016,4,8014264716,8,0,160,1,1
6113,0,0,8014266016,0,0,0,0,0
6114,2016,4,8014392516,5,0,320,1,1
6115,2016,4,8014974416,6,0,320,1,1
6116,0,0,8014505416,0,0,0,0,0
6117,2016,4,8015045716,13,0,480,1,1
6118,2016,4,8014908116,14,0,320,1,1
6119,0,0,8014914116,0,0,0,0,0
6120,2016,4,8016057916,14,0,320,1,1
6121,2016,4,8015450916,16,0,320,1,1
6122,2016,4,8015779016,11,0,160,1,1
6123,2016,4,8016061616,15,0,160,1,1
6124,2016,4,8016065116,15,0,160,1,1
6125,2016,4,8016238316,16,0,160,1,1
6126,2016,4,8016772016,15,0,160,1,1
6127,0,0,8016918416,0,0,0,0,0
6128,0,0,8016921516,0,0,0,0,0
6129,2016,4,8017289016,17,0,160,1,1
6130,2016,4,8017061016,16,0,320,1,1
6131,2016,4,8017333016,16,0,960,1,1
6132,2016,4,8017274316,16,0,160,1,1
6133,2016,5,8022053116,10,0,160,1,1
6134,2016,5,8022056016,11,0,160,1,1
6135,2016,4,8017412716,17,0,160,1,1
6136,2016,4,8017414016,16,0,160,1,1
6137,2016,4,8017486016,16,0,320,1,1
6138,2016,4,8017418516,20,0,320,1,1
6139,0,0,8017454116,0,0,0,0,0
6140,2016,4,8017458716,16,0,120,1,1
6141,0,0,8017574716,0,0,0,0,0
6142,2016,4,8017554616,17,0,320,1,1
6143,2016,4,8017480216,20,0,200,1,1
6144,2016,4,8017518016,16,0,160,1,1
6145,2016,4,8017578216,20,0,320,1,1
6146,2016,4,8017596016,17,0,160,1,1
6147,2016,4,8017600816,16,0,160,1,1
6148,2016,4,8017628016,18,0,320,1,1
6149,2016,4,8017636216,19,0,160,1,1
6150,2016,4,8017751616,17,0,160,1,1
6151,2016,4,8017763416,17,0,120,1,1
6152,0,0,8017768616,0,0,0,0,0
6153,2016,4,8017800716,17,0,160,1,1
6154,2016,4,8017982816,18,0,160,1,1
6155,2016,4,8017962716,19,0,320,1,1
6156,2016,4,8018063616,19,0,160,1,1
6157,2016,4,8018066516,18,0,120,1,1
6158,2016,4,8018172016,18,0,320,1,1
6159,2016,4,8018078316,29,0,160,1,1
6160,2016,4,8018103816,19,0,160,1,1
6161,2016,4,8018107316,18,0,120,1,1
6162,2016,4,8018148116,18,0,320,1,1
6163,2016,4,8018164716,18,0,120,1,1
6164,2016,4,8018221016,26,0,320,1,1
6165,2016,4,8018339116,26,0,160,1,1
6166,2016,4,8018367516,25,0,120,1,1
6167,2016,5,8021044916,4,0,360,1,1
6168,0,0,8021301116,0,0,0,0,0
6169,2016,5,8021577716,4,0,160,1,1
6170,2016,5,8022926516,9,0,320,1,1
6171,2016,5,8023047516,9,0,80,1,1
6172,2016,5,8023373016,10,0,160,1,1
6173,0,0,8023664416,0,0,0,0,0
6174,2016,5,8023712916,10,0,320,1,1
6175,2016,5,8021299716,5,0,160,1,1
6176,2016,5,8021935016,13,0,160,1,1
6177,2016,5,8022933116,9,0,320,1,1
6178,2016,5,8023331516,9,0,160,1,1
6179,2016,5,8023042316,9,0,160,1,1
6180,2016,5,8023205016,9,0,160,1,1
6181,2016,5,8023245116,9,0,160,1,1
6182,2016,5,8023716416,10,0,320,1,1
6183,2016,5,8023750816,10,0,160,1,1
6184,2016,5,8023809216,11,0,160,1,1
6185,2016,4,8018377016,25,0,320,1,1
6186,2016,4,8018638916,25,0,160,1,1
6187,2016,4,8018641016,25,0,160,1,1
6188,2016,4,8018645516,25,0,240,1,1
6189,2016,4,8018443316,20,0,160,1,1
6190,2016,4,8018793416,20,0,320,1,1
6191,2016,4,8018497616,25,0,160,1,1
6192,2016,4,8018609916,27,0,160,1,1
6193,2016,4,8019022116,26,0,160,1,1
6194,2016,4,8019059216,26,0,320,1,1
6195,2016,4,8019171716,26,0,160,1,1
6196,0,0,8019253316,0,0,0,0,0
6197,2016,5,8021021916,2,0,320,1,1
6198,2016,5,8021630516,4,0,160,1,1
6199,2016,5,8022491916,9,0,160,1,1
6200,2016,5,8023343316,13,0,320,1,1
6201,2016,5,8022728916,13,0,160,1,1
6202,2016,5,8023045216,9,0,320,1,1
6203,2016,5,8023388716,10,0,160,1,1
6204,2016,5,8023130016,9,0,320,1,1
6205,2016,5,8023390116,11,0,160,1,1
6206,2016,5,8023189416,9,0,160,1,1
6207,0,0,8023439016,0,0,0,0,0
6208,2016,5,8023689716,12,0,160,1,1
6209,2016,5,8023672716,10,0,160,1,1
6210,2016,5,8023720116,10,0,40,1,1
6211,2016,6,8023811716,2,0,160,1,1
6212,2016,4,8019349016,25,0,320,2,1
6213,2016,4,8019364016,25,0,160,1,1
6214,2016,4,8019367916,26,0,320,1,1
6215,2016,4,8019471016,28,0,320,1,1
6216,2016,4,8019377416,25,0,160,1,1
6217,2016,4,8019395216,25,0,160,1,1
6218,2016,4,8019397516,26,0,320,1,1
6219,2016,4,8019545416,25,0,120,1,1
6220,2016,4,8020013216,29,0,160,1,1
6221,2016,4,8019684416,27,0,160,1,1
6222,2016,4,8019911016,28,0,320,1,1
6223,0,0,8020547716,0,0,0,0,0
6224,2016,5,8021512216,4,0,160,1,1
6225,2016,5,8023165816,9,0,160,1,1
6226,2016,5,8023256316,9,0,160,1,1
6227,2016,5,8022775716,9,0,160,1,1
6228,2016,5,8023260016,11,0,320,1,1
6229,2016,5,8022987416,9,0,320,1,1
6230,0,0,8023066016,0,0,0,0,0
6231,2016,5,8023150016,10,0,160,1,1
6232,2016,5,8023273516,9,0,160,1,1
6233,2016,5,8023312016,9,0,320,1,1
6234,2016,5,8023360516,24,0,320,1,1
6235,2016,5,8023851916,12,0,480,2,1
6236,2016,5,8023858316,11,0,240,1,1
6237,2016,5,8023887316,11,0,160,1,1
6238,2016,5,8023990916,11,0,320,3,1
6239,2016,5,8023996716,18,0,320,1,1
6240,2016,5,8024073016,11,0,200,1,1
6241,2016,5,8024197016,12,0,320,1,1
6242,2016,5,8024240316,13,0,80,1,1
6243,2016,5,8024243216,13,0,160,1,1
6244,2016,5,8024246116,13,0,160,1,1
6245,2016,5,8024341416,11,0,280,1,1
6246,0,0,8024358416,0,0,0,0,0
6247,2016,5,8024626916,13,0,160,1,1
6248,2016,5,8024490016,13,0,160,1,1
6249,2016,5,8024592716,12,0,360,2,1
6250,2016,5,8024603916,12,0,160,1,1
6251,2016,5,8024768816,13,0,160,1,1
6252,2016,5,8024773116,12,0,120,1,1
6253,2016,5,8024991916,12,0,120,1,1
6254,2016,5,8025225816,17,0,160,1,1
6255,2016,5,8025645716,17,0,160,1,1
6256,2016,5,8026217916,18,0,120,1,1
6257,2016,5,8025649216,16,0,120,1,1
6258,2016,5,8025806016,16,0,120,1,1
6259,2016,5,8025934916,17,0,240,2,1
6260,2016,5,8026286016,18,0,240,2,1
6261,2016,5,8025983016,19,0,320,1,1
6262,2016,5,8026015716,17,0,160,1,1
6263,2016,5,8026022316,18,0,120,1,1
6264,2016,5,8027404716,20,0,120,1,1
6265,2016,5,8027483416,24,0,160,1,1
6266,2016,5,8029028216,25,0,160,1,1
6267,2016,5,8028520016,24,0,120,1,1
6268,2016,5,8029049016,25,0,300,2,1
6269,2016,5,8028552016,24,0,240,2,1
6270,2016,5,8028594416,24,0,200,2,1
6271,2016,5,8028612216,25,0,400,1,1
6272,2016,5,8028628616,25,0,320,2,1
6273,2016,5,8028771316,25,0,720,1,1
6274,2016,5,8028795016,25,0,320,1,1
6275,2016,5,8029253616,26,0,240,2,1
6276,2016,5,8028982416,25,0,160,1,1
6277,2016,5,8028984716,25,0,720,1,1
6278,2016,5,8029849616,28,0,240,2,1
6279,2016,5,8029692016,31,0,240,1,1
6280,0,0,8029694216,0,0,0,0,0
6281,2016,5,8029892916,28,0,360,2,1
6282,2016,5,8029942616,31,0,320,1,1
6283,2016,5,8030026016,31,0,320,1,1
6284,2016,5,8030353016,30,0,120,1,1
6285,2016,5,8030255916,30,0,160,1,1
6286,2016,5,8030386616,30,0,300,2,1
6287,2016,5,8030321116,30,0,240,2,1
6288,2016,5,8030287816,30,0,160,1,1
6289,2016,5,8030333016,30,0,200,1,1
6290,2016,5,8030349316,30,0,320,1,1
6291,2016,5,8030390316,30,0,240,1,1
6292,2016,5,8030378316,30,0,120,1,1
6293,0,0,8030402116,0,0,0,0,0
6294,2016,5,8030380816,30,0,240,2,1
6295,2016,5,8030417916,30,0,120,1,1
6296,2016,5,8030410416,30,0,320,2,1
6297,2016,5,8030436316,30,0,120,1,1
6298,2016,5,8030444616,30,0,320,1,1
6299,2016,5,8030522716,31,0,320,1,1
6300,0,0,8030451216,0,0,0,0,0
6301,2016,5,8030460116,30,0,150,1,1
6302,2016,5,8030464716,31,0,160,1,1
6303,2016,5,8030473616,31,0,160,1,1
6304,2016,5,8030534516,30,0,240,2,1
6305,2016,5,8030496616,31,0,80,1,1
6306,2016,5,8030500316,30,0,160,1,1
6307,2016,5,8030554616,30,0,240,2,1
6308,2016,5,8030575316,30,0,160,1,1
6309,2016,5,8030600816,31,0,80,1,1
6310,2016,5,8030614916,31,0,320,1,1
6311,2016,6,8030649716,2,0,160,1,1
6312,2016,5,8030758016,31,0,120,1,1
6313,2016,5,8030682416,30,0,120,1,1
6314,2016,6,8030801316,1,0,320,1,1
6315,2016,6,8030856216,1,0,480,1,1
6316,2016,6,8031316116,1,0,160,1,1
6317,2016,6,8030975116,1,0,120,1,1
6318,2016,6,8031325016,1,0,320,1,1
6319,2016,6,8031341616,1,0,150,1,1
6320,2016,6,8031444016,2,0,240,2,1
6321,2016,6,8031494716,2,0,240,2,1
6322,2016,6,8031595816,2,0,150,1,1
6323,2016,6,8031841916,2,0,150,1,1
6324,2016,6,8031909216,4,0,320,1,1
6325,0,0,8032247316,0,0,0,0,0
6326,2016,6,8032392316,3,0,150,1,1
6327,2016,6,8032341016,6,0,90,1,1
6328,2016,6,8032304716,3,0,120,2,1
6329,2016,6,8032443716,3,0,150,1,1
6330,2016,6,8032430216,3,0,150,1,1
6331,2016,6,8032412416,3,0,150,1,1
6332,2016,6,8032432516,3,0,160,1,1
6333,2016,6,8032465016,3,0,150,1,1
6334,2016,6,8032435416,3,0,150,1,1
6335,2016,6,8032521816,6,0,160,1,1
6336,2016,6,8032533616,3,0,150,1,1
6337,2016,6,8032897816,8,0,160,1,1
6338,2016,6,8032627016,6,0,160,1,1
6339,2016,6,8032901516,6,0,150,1,1
6340,2016,6,8032905016,6,0,150,1,1
6341,0,0,8032665016,0,0,0,0,0
6342,2016,6,8032669516,4,0,300,1,1
6343,2016,6,8032673216,6,0,90,1,1
6344,2016,6,8032975916,13,0,640,1,1
6345,2016,6,8032803316,8,0,240,1,1
6346,2016,6,8033259516,10,0,200,1,1
6347,2016,6,8033639216,10,0,320,1,1
6348,2016,6,8034460616,10,0,150,1,1
6349,2016,6,8033791916,10,0,160,1,1
6350,2016,6,8034251816,13,0,160,1,1
6351,2016,6,8034564616,13,0,480,1,1
6352,2016,6,8034620316,15,0,160,1,1
6353,2016,6,8034353516,13,0,320,1,1
6354,2016,6,8037205716,21,0,160,1,1
6355,2016,6,8034901216,15,0,320,1,1
6356,2016,6,8035391816,15,0,160,1,1
6357,2016,6,8035536616,15,0,320,1,1
6358,2016,6,8035539516,15,0,160,1,1
6359,2016,6,8036828016,22,0,160,1,1
6360,2016,6,8036940516,22,0,160,1,1
6361,2016,7,8037835016,20,0,160,1,1
6362,2016,6,8037537016,22,0,160,1,1
6363,2016,6,8037689416,22,0,160,1,1
6364,0,0,8037557016,0,0,0,0,0
6365,2016,6,8037797116,22,0,120,1,1
6366,2016,6,8037838016,22,0,150,1,1
6367,0,0,8037857416,0,0,0,0,0
6368,2016,6,8038255816,30,0,160,1,1
6369,2016,6,8038010516,27,0,160,1,1
6370,2016,6,8038012816,28,0,160,1,1
6371,2016,6,8038031216,27,0,280,1,1
6372,2016,6,8038093816,27,0,160,1,1
6373,2016,6,8038274216,30,0,320,2,1
6374,2016,6,8038279416,30,0,480,3,1
6375,2016,6,8038140616,27,0,120,1,1
6376,2016,6,8038147016,28,0,160,1,1
6377,2016,6,8038167116,27,0,160,1,1
6378,2016,6,8038169416,27,0,200,1,1
6379,2016,6,8038177716,27,0,320,1,1
6380,2016,6,8038316716,30,0,160,1,1
6381,2016,6,8038189516,27,0,160,1,1
6382,2016,6,8038535016,29,0,160,1,1
6383,2016,7,8038240016,1,0,160,1,1
6384,2016,6,8038251216,30,0,160,1,1
6385,2016,7,8038475816,1,0,160,1,1
6386,2016,6,8038544016,29,0,160,1,1
6387,2016,6,8038556816,28,0,160,1,1
6388,2016,6,8038765616,28,0,160,1,1
6389,2016,7,8038909816,1,0,160,1,1
6390,2016,7,8039382316,1,0,160,1,1
6391,2016,7,8041354316,13,0,320,1,1
6392,2016,7,8041378016,13,0,320,1,1
6393,2016,7,8040691616,7,0,160,1,1
6394,2016,7,8041486716,13,0,160,1,1
6395,2016,7,8042922516,14,0,150,1,1
6396,2016,7,8042934316,14,0,150,1,1
6397,2016,7,8043324416,14,0,150,1,1
6398,2016,7,8043402516,20,0,160,1,1
6399,0,0,8044489716,0,0,0,0,0
6400,2017,3,8046104516,28,0,320,2,1
6401,2016,8,8045638616,12,0,120,1,1
6402,2016,8,8045782016,15,0,120,1,1
6403,2016,8,8045843916,12,0,120,1,1
6404,2016,8,8047668016,12,0,120,1,1
6405,2016,9,8048417016,2,0,200,1,1
6406,2016,8,8048819116,15,0,80,1,1
6407,2016,8,8049504416,15,0,120,1,1
6408,2016,12,8050464216,12,0,160,1,1
6409,2017,3,8049790716,10,0,160,1,1
6410,2016,8,8049828416,12,0,120,1,1
6411,2017,2,8052047016,23,0,120,1,1
6412,2017,3,8052136216,16,0,160,1,1
6413,2015,3,8006336415,6,0,160,1,1
6414,2016,9,8052775516,2,0,200,1,1
6415,0,0,8054864516,0,0,0,0,0
6416,0,0,8054388916,0,0,0,0,0
6417,2017,3,8055159316,3,0,160,1,1
6418,2017,3,8055187716,13,0,320,1,1
6419,2016,10,8056000816,20,0,120,1,1
6420,2016,9,8056934016,15,0,640,1,1
6421,2016,10,8057245416,20,0,120,1,1
6422,2017,3,8057472016,3,0,160,1,1
6423,2016,12,8057571916,27,0,120,1,1
6424,2016,12,8058092716,19,0,80,1,1
6425,0,0,8061473816,0,0,0,0,0
6426,2016,12,8064084216,19,0,80,1,1
6427,2016,12,8065065116,19,0,160,1,1
6428,2017,3,8063666816,17,0,320,1,1
6429,2016,12,8064030016,22,0,240,1,1
6430,2016,12,8064032216,22,0,240,1,1
6431,2017,3,8064036816,15,0,320,1,1
6432,2017,3,8064042816,15,0,320,1,1
6433,2017,3,8065373816,6,0,160,1,1
6434,2017,2,8065378016,23,0,120,1,1
6435,2017,3,8065381016,3,0,320,1,1
6436,2017,2,8065384016,22,0,160,1,1
6437,2017,3,8065421216,17,0,320,1,1
6438,2016,12,8065585516,19,0,160,1,1
6439,2016,12,8068755916,27,0,240,2,1
6440,2017,3,8069098116,15,0,160,1,1
6441,2017,3,8071138716,22,0,160,1,1
6442,0,0,8077572016,0,0,0,0,0
6443,2016,12,8077550716,19,0,80,1,1
6444,2016,12,8076512416,27,0,120,1,1
6445,2016,12,8077574316,22,0,240,1,1
6446,2016,12,8077558816,27,0,240,2,1
6447,2016,12,8077560216,19,0,160,1,1
6448,2016,12,8077576616,19,0,120,1,1
6449,2016,12,8077562516,19,0,160,1,1
6450,2016,12,8077564816,19,0,80,1,1
6451,2016,12,8077595016,20,0,240,2,1
6452,2016,12,8077605616,20,0,240,2,1
6453,2017,3,8077880716,9,0,160,1,1
6454,2016,12,8077749816,20,0,120,1,1
6455,2017,1,8078006916,13,0,240,1,1
6456,2017,3,8078389516,17,0,320,1,1
6457,2016,12,8078396116,30,0,240,1,1
6458,2016,12,8078444616,27,0,120,1,1
6459,2017,1,8078493716,13,0,240,1,1
6460,2017,3,8079894516,7,0,320,1,1
6461,2016,12,8078582016,23,0,240,2,1
6462,2016,12,8078587116,23,0,220,1,1
6463,2016,12,8079193716,26,0,160,1,1
6464,2017,2,8079905716,20,0,180,1,1
6465,2016,12,8079196616,26,0,240,2,1
6466,0,0,8079327316,0,0,0,0,0
6467,2016,12,8079939916,30,0,240,2,1
6468,2016,12,8079729416,29,0,120,1,1
6469,2016,12,8079747216,28,0,240,1,1
6470,2017,3,8080096116,13,0,320,1,1
6471,2016,12,8079816416,28,0,320,2,1
6472,2017,2,8080103816,22,0,320,1,1
6473,2016,12,8079888516,28,0,120,1,1
6474,2017,3,8080358616,22,0,480,1,1
6475,2017,1,8000821417,6,0,240,2,1
6476,2017,1,8000862217,6,0,240,2,1
6477,2017,1,8000955017,6,0,120,1,1
6478,2017,1,8000957317,6,0,240,2,1
6479,2017,3,8001324417,2,0,160,1,1
6480,2017,3,8001226217,13,0,480,1,1
6481,2017,2,8002044517,20,0,480,1,1
6482,0,0,8002587917,0,0,0,0,0
6483,2017,3,8003344217,2,0,160,1,1
6484,0,0,8003596117,0,0,0,0,0
6485,2017,3,8008526117,2,0,160,1,1
6486,2017,1,8003626817,20,0,120,1,1
6487,2017,3,8007576517,13,0,160,1,1
6488,2017,3,8007992917,17,0,160,1,1
6489,2017,3,8007872317,17,0,160,1,1
6490,2017,2,8008011117,24,0,160,1,1
6491,2017,3,8008021717,13,0,160,1,1
6492,2017,2,8010402417,20,0,480,1,1
6493,2017,3,8013166017,21,0,160,1,1
6494,2017,2,8013208417,24,0,160,1,1
6495,2017,2,8012093917,13,0,240,1,1
6496,2017,3,8012095117,9,0,320,1,1
