,year,month,ID,day,description,neighbourhood,situation
8525,2013,5,8005946713,17,0,CAXANGA,0
8526,2013,4,8004818513,28,0,CAXANGA,0
8527,2013,4,8004820013,28,0,CAXANGA,0
8528,2012,12,8009089312,19,0,CAXANGA,1
8529,2012,11,8008806312,30,0,CAXANGA,0
8530,2012,8,8005969912,10,0,CAXANGA,1
8531,2012,7,8005284612,14,0,CAXANGA,1
8532,2012,7,8005323112,18,0,CAXANGA,1
8533,2012,7,8004925812,3,0,CENTRO,1
8534,2019,12,8143166619,2,0,CGO. DO JENIPAPO,0
8535,2019,11,8139255819,22,0,CGO. DO JENIPAPO,0
8536,2019,11,8141819219,28,0,CGO. DO JENIPAPO,0
8537,2019,10,8125301219,18,0,CGO. DO JENIPAPO,0
8538,2019,9,8117334219,30,0,CGO. DO JENIPAPO,0
8539,2019,9,8113074619,18,0,CGO. DO JENIPAPO,0
8540,2019,9,8112477019,17,0,CGO. DO JENIPAPO,0
8541,2019,7,8093730019,29,0,CGO. DO JENIPAPO,0
8542,2019,7,8093127219,27,0,CGO. DO JENIPAPO,0
8543,2019,7,8091473019,24,0,CGO. DO JENIPAPO,0
8544,2019,7,8091361819,24,0,CGO. DO JENIPAPO,0
8545,2019,7,8091365319,24,0,CGO. DO JENIPAPO,0
8546,2019,7,8091230019,24,0,CGO. DO JENIPAPO,0
8547,2019,7,8090902519,24,0,CGO. DO JENIPAPO,0
8548,2019,7,8090917219,24,1,CGO. DO JENIPAPO,0
8549,2019,7,8090784219,24,0,CGO. DO JENIPAPO,0
8550,2019,7,8090663019,24,0,CGO. DO JENIPAPO,0
8551,2019,7,8090431219,24,0,CGO. DO JENIPAPO,0
8552,2019,7,8090329319,24,0,CGO. DO JENIPAPO,0
8553,2019,7,8092138019,25,0,CGO. DO JENIPAPO,0
8554,2019,7,8090024819,23,0,CGO. DO JENIPAPO,0
8555,2019,7,8089881819,23,0,CGO. DO JENIPAPO,0
8556,2019,7,8090021919,23,0,CGO. DO JENIPAPO,0
8557,2019,7,8087077719,12,0,CGO. DO JENIPAPO,0
8558,2019,6,8074916519,13,0,CGO. DO JENIPAPO,0
8559,2019,6,8074948419,13,0,CGO. DO JENIPAPO,0
8560,2019,6,8074932019,13,0,CGO. DO JENIPAPO,0
8561,2019,6,8074852719,13,0,CGO. DO JENIPAPO,0
8562,2019,6,8074569319,13,0,CGO. DO JENIPAPO,0
8563,2019,6,8079633119,24,0,CGO. DO JENIPAPO,0
8564,2019,6,8077110119,17,0,CGO. DO JENIPAPO,0
8565,2019,6,8076692719,17,0,CGO. DO JENIPAPO,0
8567,2019,6,8076112019,16,0,CGO. DO JENIPAPO,0
8569,2019,6,8075930119,15,0,CGO. DO JENIPAPO,0
8570,2019,6,8067845919,1,0,CGO. DO JENIPAPO,0
8571,2019,6,8074650519,13,0,CGO. DO JENIPAPO,0
8572,2019,5,8064597419,26,0,CGO. DO JENIPAPO,0
8573,2019,5,8057017619,17,0,CGO. DO JENIPAPO,0
8574,2019,5,8051213819,3,0,CGO. DO JENIPAPO,0
8575,2019,4,8043026819,13,0,CGO. DO JENIPAPO,0
8576,2019,4,8042875119,12,0,CGO. DO JENIPAPO,0
8577,2019,4,8048499119,28,0,CGO. DO JENIPAPO,0
8578,2019,4,8044772519,17,0,CGO. DO JENIPAPO,0
8579,2019,4,8040085319,8,0,CGO. DO JENIPAPO,0
8580,2019,3,8035673819,28,0,CGO. DO JENIPAPO,0
8581,2019,3,8033386119,22,0,CGO. DO JENIPAPO,0
8582,2019,3,8032389719,21,0,CGO. DO JENIPAPO,0
8583,2019,3,8027180619,11,0,CGO. DO JENIPAPO,0
8584,2019,2,8016304019,11,0,CGO. DO JENIPAPO,0
8585,2019,2,8024674819,28,0,CGO. DO JENIPAPO,0
8586,2019,2,8017787519,13,0,CGO. DO JENIPAPO,0
8587,2019,2,8017783019,13,0,CGO. DO JENIPAPO,0
8588,2019,2,8021207019,20,0,CGO. DO JENIPAPO,0
8589,2019,2,8022480119,22,0,CGO. DO JENIPAPO,0
8590,2019,2,8014035219,6,0,CGO. DO JENIPAPO,0
8591,2019,1,8009485319,28,0,CGO. DO JENIPAPO,0
8592,2019,1,8009327919,28,0,CGO. DO JENIPAPO,0
8593,2019,1,8010761019,30,0,CGO. DO JENIPAPO,0
8594,2019,1,8010697019,30,0,CGO. DO JENIPAPO,0
8595,2019,1,8004192819,14,0,CGO. DO JENIPAPO,0
8596,2018,9,8116042018,18,0,CGO. DO JENIPAPO,0
8597,2018,7,8087900718,12,0,CGO. DO JENIPAPO,0
8598,2018,7,8085852518,6,0,CGO. DO JENIPAPO,0
8599,2018,6,8082745318,28,0,CGO. DO JENIPAPO,0
8600,2018,6,8071446018,5,0,CGO. DO JENIPAPO,0
8601,2018,5,8066143218,22,0,CGO. DO JENIPAPO,0
8602,2018,5,8056902818,2,0,CGO. DO JENIPAPO,0
8603,2018,5,8064055918,16,0,CGO. DO JENIPAPO,0
8604,2018,4,8047458118,12,0,CGO. DO JENIPAPO,0
8605,2018,4,8047331118,12,0,CGO. DO JENIPAPO,0
8606,2018,4,8046568818,11,0,CGO. DO JENIPAPO,0
8607,2018,4,8046119918,11,0,CGO. DO JENIPAPO,0
8608,2018,4,8046050918,11,0,CGO. DO JENIPAPO,0
8610,2018,4,8043972218,9,0,CGO. DO JENIPAPO,0
8611,2018,4,8040659118,2,0,CGO. DO JENIPAPO,0
8612,2018,4,8051690218,21,0,CGO. DO JENIPAPO,0
8613,2018,3,8038146018,25,0,CGO. DO JENIPAPO,0
8614,2018,3,8038195118,26,0,CGO. DO JENIPAPO,0
8615,2018,3,8040182018,29,0,CGO. DO JENIPAPO,0
8616,2018,2,8024332118,22,0,CGO. DO JENIPAPO,0
8617,2018,2,8020782218,16,0,CGO. DO JENIPAPO,0
8618,2018,2,8023086718,21,0,CGO. DO JENIPAPO,0
8619,2018,2,8022901918,20,0,CGO. DO JENIPAPO,0
8620,2018,2,8019722018,14,0,CGO. DO JENIPAPO,0
8621,2018,1,8003771618,10,0,CGO. DO JENIPAPO,0
8622,2017,11,8104830017,14,0,CGO. DO JENIPAPO,0
8623,2017,11,8107679017,22,0,CGO. DO JENIPAPO,0
8624,2017,10,8096755817,19,0,CGO. DO JENIPAPO,0
8625,2017,9,8083966517,14,0,CGO. DO JENIPAPO,0
8626,2017,8,8072500017,9,0,CGO. DO JENIPAPO,0
8627,2017,8,8078357417,28,0,CGO. DO JENIPAPO,0
8628,2017,8,8070773917,4,0,CGO. DO JENIPAPO,0
8629,2017,7,8063385717,13,0,CGO. DO JENIPAPO,0
8631,2017,7,8062702917,11,0,CGO. DO JENIPAPO,0
8632,2017,7,8061865117,10,0,CGO. DO JENIPAPO,0
8633,2017,7,8061939517,10,0,CGO. DO JENIPAPO,0
8634,2017,7,8060013117,5,0,CGO. DO JENIPAPO,0
8635,2017,7,8058928617,1,0,CGO. DO JENIPAPO,0
8637,2017,7,8058922817,1,0,CGO. DO JENIPAPO,0
8639,2017,6,8056663517,26,0,CGO. DO JENIPAPO,0
8641,2017,6,8054412517,16,0,CGO. DO JENIPAPO,0
8642,2017,6,8050925817,8,0,CGO. DO JENIPAPO,0
8643,2017,6,8047557117,1,0,CGO. DO JENIPAPO,0
8644,2017,6,8047927317,1,0,CGO. DO JENIPAPO,0
8645,2017,5,8045920117,29,0,CGO. DO JENIPAPO,0
8646,2017,5,8047489617,31,0,CGO. DO JENIPAPO,0
8647,2017,5,8047324717,31,0,CGO. DO JENIPAPO,0
8649,2017,5,8046892117,31,0,CGO. DO JENIPAPO,0
8650,2017,5,8046372817,30,0,CGO. DO JENIPAPO,0
8651,2017,4,8028802417,6,0,CGO. DO JENIPAPO,0
8652,2017,1,8007668717,27,0,CGO. DO JENIPAPO,0
8653,2016,11,8067124516,1,0,CGO. DO JENIPAPO,0
8654,2016,9,8058021216,16,0,CGO. DO JENIPAPO,0
8656,2016,8,8047164116,1,0,CGO. DO JENIPAPO,0
8657,2016,6,8034512616,10,0,CGO. DO JENIPAPO,0
8658,2016,6,8039126716,29,0,CGO. DO JENIPAPO,0
8659,2016,6,8032707416,6,0,CGO. DO JENIPAPO,0
8660,2016,5,8023878416,10,0,CGO. DO JENIPAPO,0
8662,2016,5,8023897916,10,0,CGO. DO JENIPAPO,0
8663,2016,5,8029066116,25,0,CGO. DO JENIPAPO,0
8665,2016,5,8030577616,30,0,CGO. DO JENIPAPO,0
8667,2016,5,8023774416,9,0,CGO. DO JENIPAPO,0
8668,2016,5,8030355316,30,0,CGO. DO JENIPAPO,0
8669,2016,5,8023782716,9,0,CGO. DO JENIPAPO,1
8670,2016,5,8023486916,9,0,CGO. DO JENIPAPO,0
8671,2016,5,8023415416,9,0,CGO. DO JENIPAPO,0
8674,2016,5,8023417716,9,0,CGO. DO JENIPAPO,0
8675,2016,5,8023543216,9,0,CGO. DO JENIPAPO,0
8677,2016,5,8023392416,9,0,CGO. DO JENIPAPO,0
8678,2016,5,8022968016,8,0,CGO. DO JENIPAPO,0
8679,2016,5,8022431616,5,0,CGO. DO JENIPAPO,0
8680,2016,5,8023815216,10,0,CGO. DO JENIPAPO,0
8682,2016,5,8023819816,10,0,CGO. DO JENIPAPO,0
8684,2016,5,8023835316,10,0,CGO. DO JENIPAPO,0
8686,2016,5,8023766116,9,0,CGO. DO JENIPAPO,0
8687,2016,4,8017992316,17,0,CGO. DO JENIPAPO,0
8689,2016,4,8018536116,18,0,CGO. DO JENIPAPO,0
8690,2016,3,8010096216,10,0,CGO. DO JENIPAPO,0
8691,2016,3,8010730316,15,0,CGO. DO JENIPAPO,0
8692,2016,2,8004814416,5,0,CGO. DO JENIPAPO,0
8693,2016,1,8003640216,29,0,CGO. DO JENIPAPO,0
8694,2016,1,8001849116,18,0,CGO. DO JENIPAPO,0
8695,2016,1,8002736616,23,0,CGO. DO JENIPAPO,0
8696,2016,1,8003780916,30,0,CGO. DO JENIPAPO,0
8698,2016,1,8002725416,22,0,CGO. DO JENIPAPO,0
8699,2016,1,8000810416,9,0,CGO. DO JENIPAPO,0
8700,2015,12,8039374215,25,0,CGO. DO JENIPAPO,0
8701,2015,11,8033620115,5,0,CGO. DO JENIPAPO,0
8702,2015,9,8027358715,1,0,CGO. DO JENIPAPO,0
8703,2015,8,8024050115,2,0,CGO. DO JENIPAPO,0
8704,2015,8,8024052415,2,0,CGO. DO JENIPAPO,0
8705,2015,7,8020239215,4,0,CGO. DO JENIPAPO,0
8706,2015,7,8020094415,4,0,CGO. DO JENIPAPO,0
8708,2015,7,8019997415,4,0,CGO. DO JENIPAPO,0
8710,2015,7,8023197915,28,0,CGO. DO JENIPAPO,0
8711,2015,6,8018117015,26,0,CGO. DO JENIPAPO,0
8713,2015,6,8018691915,29,0,CGO. DO JENIPAPO,0
8714,2015,6,8018780115,29,0,CGO. DO JENIPAPO,0
8716,2015,6,8016433215,5,0,CGO. DO JENIPAPO,0
8717,2015,6,8017232015,13,0,CGO. DO JENIPAPO,0
8718,2015,5,8015648515,30,0,CGO. DO JENIPAPO,0
8720,2015,5,8015246415,27,0,CGO. DO JENIPAPO,0
8721,2015,4,8011796015,22,0,CGO. DO JENIPAPO,0
8722,2015,4,8011980515,23,0,CGO. DO JENIPAPO,0
8723,2015,3,8009390015,25,0,CGO. DO JENIPAPO,0
8724,2015,3,8010062215,31,0,CGO. DO JENIPAPO,0
8725,2015,3,8007259315,9,0,CGO. DO JENIPAPO,0
8726,2015,3,8007250615,9,0,CGO. DO JENIPAPO,1
8727,2015,3,8006917715,8,0,CGO. DO JENIPAPO,0
8728,2015,3,8006791315,8,0,CGO. DO JENIPAPO,0
8729,2015,3,8006310515,6,0,CGO. DO JENIPAPO,0
8730,2015,2,8005018915,25,0,CGO. DO JENIPAPO,0
8731,2015,2,8002776015,2,0,CGO. DO JENIPAPO,0
8732,2015,1,8002496715,29,0,CGO. DO JENIPAPO,1
8733,2015,1,8002522815,29,0,CGO. DO JENIPAPO,0
8734,2015,1,8000872115,9,0,CGO. DO JENIPAPO,0
8735,2014,11,8020145014,18,0,CGO. DO JENIPAPO,0
8736,2014,11,8019241914,3,0,CGO. DO JENIPAPO,1
8737,2014,11,8020445314,21,0,CGO. DO JENIPAPO,1
8738,2014,10,8017216714,6,0,CGO. DO JENIPAPO,0
8740,2014,9,8014959914,8,0,CGO. DO JENIPAPO,0
8741,2014,9,8015562514,11,0,CGO. DO JENIPAPO,0
8742,2013,8,8011124513,2,0,CIDADE,1
8743,2019,12,8144082019,4,0,CIDADE UNIVERSITARIA,1
8744,2019,7,8089638619,23,0,CIDADE UNIVERSITARIA,1
8745,2019,5,8053188019,9,0,CIDADE UNIVERSITARIA,1
8746,2019,4,8041105819,9,0,CIDADE UNIVERSITARIA,1
8747,2019,4,8041424619,10,0,CIDADE UNIVERSITARIA,1
8748,2019,4,8039991419,8,0,CIDADE UNIVERSITARIA,1
8749,2019,2,8013958019,6,0,CIDADE UNIVERSITARIA,1
8750,2018,6,8082994318,29,0,CIDADE UNIVERSITARIA,1
8751,2018,6,8072834318,7,0,CIDADE UNIVERSITARIA,1
8752,2018,4,8045453218,10,0,CIDADE UNIVERSITARIA,1
8753,2017,10,8093172117,9,0,CIDADE UNIVERSITARIA,1
8754,2017,10,8096965217,20,0,CIDADE UNIVERSITARIA,1
8755,2017,10,8091576817,4,0,CIDADE UNIVERSITARIA,1
8756,2017,8,8070306117,3,0,CIDADE UNIVERSITARIA,1
8757,2017,8,8076321217,22,0,CIDADE UNIVERSITARIA,1
8758,2017,7,8062878017,11,0,CIDADE UNIVERSITARIA,1
8759,2017,7,8061757417,9,0,CIDADE UNIVERSITARIA,1
8760,2017,6,8056637417,26,0,CIDADE UNIVERSITARIA,1
8761,2017,6,8050664017,7,0,CIDADE UNIVERSITARIA,1
8762,2017,5,8041906417,17,0,CIDADE UNIVERSITARIA,1
8763,2017,5,8047537017,31,0,CIDADE UNIVERSITARIA,1
8764,2017,3,8017291317,4,0,CIDADE UNIVERSITARIA,0
8766,2016,9,8058803016,21,0,CIDADE UNIVERSITARIA,1
8767,2016,6,8031771016,2,0,CIDADE UNIVERSITARIA,1
8768,2016,4,8017450616,16,0,CIDADE UNIVERSITARIA,1
8769,2016,3,8014033516,31,0,CIDADE UNIVERSITARIA,1
8770,2016,3,8010944316,15,0,CIDADE UNIVERSITARIA,1
8771,2015,2,8004155215,13,0,CIDADE UNIVERSITARIA,1
8772,2014,10,8018502314,22,0,CIDADE UNIVERSITARIA,1
8773,2014,8,8012944414,8,0,CIDADE UNIVERSITARIA,1
8774,2013,11,8017329813,4,0,CIDADE UNIVERSITARIA,1
8775,2013,5,8006106213,17,0,CIDADE UNIVERSITARIA,0
8776,2019,12,8151588319,21,0,COELHOS,0
8777,2019,11,8132417219,6,0,COELHOS,1
8778,2019,6,8081337719,28,0,COELHOS,1
8779,2019,6,8076171719,16,0,COELHOS,1
8780,2019,4,8040249619,8,0,COELHOS,1
8781,2018,5,8058033718,3,0,COELHOS,1
8782,2018,4,8056464018,30,0,COELHOS,1
8783,2018,3,8036751418,22,0,COELHOS,1
8784,2017,11,8102689817,8,0,COELHOS,1
8785,2016,5,8030231216,30,0,COELHOS,1
8786,2016,3,8012367316,21,0,COELHOS,1
8787,2016,3,8012389716,22,0,COELHOS,1
8788,2015,9,8028763215,15,0,COELHOS,1
8789,2015,9,8029159115,19,0,COELHOS,1
8790,2015,9,8029037315,17,0,COELHOS,1
8791,2015,6,8016588615,8,0,COELHOS,1
8792,2015,6,8019117415,30,0,COELHOS,1
8793,2015,4,8010242015,5,0,COELHOS,1
8794,2014,8,8013895714,26,0,COELHOS,1
8795,2014,4,8005488714,11,0,COELHOS,1
8796,2014,4,8006000814,23,0,COELHOS,1
8797,2013,11,8017835013,25,0,COELHOS,1
8798,2012,7,8004976112,5,0,COELHOS,1
8799,2013,9,8016282813,30,0,COELHOS,1
8800,2013,8,8011947113,9,0,COELHOS,1
8801,2013,7,8008642913,2,0,COELHOS,0
8802,2013,7,8010766313,31,0,COELHOS,0
8803,2013,5,8005991213,17,0,COELHOS,0
8804,2013,4,8003767813,8,0,COELHOS,1
8805,2019,10,8126386119,22,0,COHAB,1
8806,2019,10,8128870819,30,0,COHAB,0
8807,2019,10,8127523219,24,0,COHAB,0
8808,2019,9,8110219319,11,0,COHAB,0
8809,2019,9,8109187419,9,0,COHAB,0
8810,2019,9,8109448219,9,0,COHAB,0
8811,2019,8,8097866419,8,0,COHAB,0
8813,2019,8,8095972119,3,0,COHAB,1
8814,2019,7,8092232719,25,0,COHAB,0
8815,2019,7,8091297819,24,0,COHAB,0
8816,2019,7,8091193819,24,0,COHAB,0
8817,2019,7,8089177919,22,0,COHAB,0
8819,2019,7,8089640019,23,0,COHAB,0
8820,2019,7,8082599519,2,0,COHAB,0
8821,2019,6,8074877019,13,0,COHAB,1
8822,2019,6,8075657319,14,0,COHAB,0
8823,2019,6,8081519819,28,0,COHAB,0
8824,2019,6,8074938919,13,0,COHAB,0
8825,2019,6,8077062719,17,0,COHAB,0
8826,2019,6,8075822419,14,0,COHAB,0
8827,2019,6,8076557219,17,0,COHAB,0
8828,2019,6,8077131919,17,0,COHAB,0
8829,2019,6,8077098119,17,0,COHAB,0
8830,2019,6,8077893619,18,0,COHAB,0
8831,2019,6,8076167019,16,0,COHAB,0
8832,2019,6,8076277019,17,0,COHAB,0
8834,2019,6,8075091019,13,1,COHAB,0
8835,2019,6,8075105019,13,0,COHAB,0
8836,2019,5,8065562019,28,0,COHAB,0
8837,2019,4,8040699119,9,0,COHAB,0
8838,2019,4,8048810919,29,0,COHAB,0
8839,2019,4,8041790219,10,0,COHAB,0
8840,2019,4,8047459619,25,0,COHAB,0
8841,2019,4,8047465619,25,0,COHAB,0
8842,2019,4,8038056019,2,0,COHAB,0
8843,2019,3,8036620519,31,0,COHAB,0
8844,2019,3,8036624019,31,0,COHAB,0
8845,2019,3,8036626319,31,0,COHAB,0
8846,2019,3,8036622819,31,0,COHAB,0
8847,2019,3,8036618019,31,0,COHAB,0
8848,2019,3,8035749419,28,0,COHAB,0
8849,2019,3,8035808019,28,0,COHAB,0
8850,2019,3,8029906419,18,0,COHAB,0
8851,2019,2,8017556319,13,0,COHAB,0
8852,2019,2,8013367119,5,0,COHAB,0
8853,2019,1,8009308419,28,0,COHAB,0
8854,2019,1,8009304919,28,0,COHAB,0
8855,2019,1,8010216219,29,0,COHAB,0
8856,2018,10,8127215818,16,0,COHAB,0
8857,2018,6,8082782618,29,0,COHAB,0
8858,2018,6,8076793018,13,0,COHAB,0
8859,2018,6,8076691218,13,0,COHAB,0
8860,2018,6,8075297918,11,0,COHAB,0
8861,2018,5,8058518018,4,0,COHAB,0
8862,2018,5,8056979018,2,0,COHAB,0
8863,2018,5,8064478718,17,0,COHAB,0
8864,2018,4,8047828318,13,0,COHAB,1
8865,2018,4,8052611918,23,0,COHAB,0
8866,2018,4,8046261018,11,0,COHAB,0
8868,2018,4,8056266418,30,0,COHAB,0
8869,2018,4,8050021018,18,0,COHAB,0
8870,2018,4,8040473518,1,0,COHAB,0
8871,2018,3,8037039618,22,0,COHAB,0
8872,2018,3,8034571918,16,0,COHAB,0
8873,2018,3,8028117818,4,0,COHAB,0
8875,2018,3,8040276518,29,0,COHAB,0
8876,2018,2,8019633718,13,0,COHAB,0
8877,2018,2,8025316018,26,0,COHAB,0
8878,2018,1,8008995018,19,0,COHAB,0
8879,2018,1,8008887218,19,0,COHAB,0
8880,2018,1,8005563118,15,0,COHAB,0
8881,2017,12,8116234817,18,0,COHAB,0
8882,2017,11,8107829217,22,0,COHAB,0
8883,2017,9,8087760217,26,0,COHAB,0
8884,2017,9,8088151017,27,0,COHAB,0
8885,2017,8,8073437017,11,0,COHAB,0
8886,2017,8,8071877217,8,0,COHAB,0
8887,2017,8,8078895617,29,0,COHAB,0
8888,2017,8,8071014417,4,0,COHAB,0
8889,2017,7,8066814617,24,0,COHAB,0
8890,2017,7,8066508217,22,0,COHAB,0
8892,2017,7,8066438417,21,0,COHAB,1
8893,2017,7,8066419017,21,0,COHAB,0
8894,2017,7,8065779217,20,0,COHAB,0
8895,2017,7,8063212517,12,0,COHAB,0
8896,2017,7,8060181117,5,0,COHAB,0
8897,2017,7,8060174517,5,0,COHAB,0
8898,2017,7,8059758717,4,0,COHAB,0
8899,2017,7,8059721617,4,0,COHAB,0
8901,2017,7,8059626317,4,0,COHAB,0
8902,2017,7,8059623417,4,0,COHAB,1
8903,2017,6,8058816317,30,0,COHAB,0
8904,2017,6,8058819217,30,0,COHAB,0
8905,2017,6,8058504117,29,0,COHAB,1
8906,2017,6,8058449017,29,0,COHAB,1
8907,2017,6,8058305917,29,0,COHAB,1
8909,2017,6,8058296017,29,0,COHAB,0
8910,2017,6,8058282917,29,0,COHAB,0
8912,2017,6,8058291817,29,0,COHAB,0
8913,2017,6,8058288717,29,0,COHAB,0
8914,2017,6,8057797517,28,0,COHAB,0
8915,2017,6,8057958917,28,0,COHAB,0
8916,2017,6,8057934217,28,0,COHAB,1
8918,2017,5,8046530217,30,0,COHAB,0
8919,2017,5,8046567317,31,0,COHAB,0
8920,2017,4,8032080017,18,0,COHAB,0
8921,2017,3,8026140417,29,0,COHAB,0
8922,2017,3,8017393017,4,0,COHAB,0
8923,2017,1,8001954817,9,0,COHAB,1
8924,2016,11,8067701216,3,0,COHAB,0
8925,2016,11,8067865516,3,0,COHAB,0
8926,2016,11,8068932816,8,0,COHAB,0
8927,2016,8,8050913116,15,0,COHAB,0
8929,2016,8,8047558016,2,0,COHAB,0
8930,2016,6,8037145416,20,0,COHAB,0
8932,2016,6,8038573016,28,0,COHAB,0
8933,2016,4,8014566316,4,0,COHAB,1
8934,2016,4,8014974416,6,0,COHAB,0
8935,2016,4,8018793416,19,0,COHAB,0
8936,2016,4,8020683816,28,0,COHAB,0
8937,2016,2,8006369816,19,0,COHAB,0
8938,2016,1,8001909416,18,0,COHAB,0
8939,2016,1,8002505416,21,0,COHAB,0
8940,2015,4,8010352015,6,0,COHAB,0
8941,2015,1,8000749515,8,0,COHAB,0
8942,2014,11,8020462514,24,0,COHAB,0
8943,2014,11,8019651214,7,0,COHAB,0
8944,2014,9,8015793714,13,0,COHAB,1
8945,2014,7,8010298814,2,0,COHAB,0
8946,2014,6,8008585314,6,0,COHAB,0
8947,2014,6,8009588614,26,0,COHAB,0
8948,2014,6,8009654914,26,0,COHAB,0
8949,2014,6,8009660914,26,0,COHAB,0
8950,2014,6,8009767814,26,0,COHAB,0
8951,2014,6,8009940114,27,0,COHAB,1
8952,2014,6,8009679114,26,0,COHAB,0
8953,2014,6,8009677914,26,0,COHAB,0
8954,2014,6,8009622014,26,0,COHAB,1
8955,2014,6,8009518814,26,0,COHAB,1
8956,2014,6,8009615314,26,0,COHAB,1
8957,2014,6,8009115014,16,0,COHAB,1
8958,2014,6,8009380614,25,0,COHAB,0
8959,2014,6,8009038614,14,0,COHAB,1
8960,2014,6,8009894014,27,0,COHAB,1
8961,2014,7,8011976014,25,0,COHAB,0
8962,2014,7,8011291714,15,0,COHAB,1
8963,2014,7,8011294614,15,0,COHAB,1
8964,2014,7,8011582114,19,0,COHAB,0
8965,2014,7,8011579014,19,0,COHAB,0
8966,2014,7,8011076914,13,0,COHAB,0
8967,2014,7,8011387414,17,0,COHAB,0
8968,2014,7,8011315314,15,0,COHAB,0
8969,2014,7,8011417014,17,0,COHAB,0
8970,2014,7,8011432014,17,0,COHAB,0
8971,2014,7,8011070014,13,0,COHAB,1
8972,2014,7,8011034414,13,0,COHAB,0
8973,2014,5,8007545814,14,0,COHAB,1
8974,2014,5,8007340714,12,0,COHAB,1
8975,2014,5,8007405114,13,0,COHAB,0
8976,2014,5,8007770114,20,0,COHAB,0
8977,2014,5,8007832714,21,0,COHAB,1
8978,2014,5,8007714414,19,0,COHAB,1
8979,2014,5,8007527014,14,0,COHAB,1
8980,2014,5,8007226014,8,0,COHAB,0
8981,2014,7,8011050014,13,0,COHAB,1
8982,2014,5,8007617914,16,0,COHAB,0
8983,2014,5,8007448214,13,0,COHAB,0
8984,2014,5,8007410514,13,0,COHAB,0
8985,2014,5,8007131914,7,0,COHAB,0
8986,2014,5,8007002414,5,0,COHAB,0
8987,2014,5,8006785514,2,0,COHAB,0
8988,2014,5,8006784914,2,0,COHAB,0
8989,2014,4,8005098414,7,0,COHAB,0
8990,2014,4,8006091314,23,0,COHAB,0
8991,2014,4,8006085314,23,0,COHAB,0
8992,2014,4,8006087614,23,0,COHAB,0
8993,2014,4,8005879614,17,0,COHAB,0
8994,2014,4,8005141714,7,0,COHAB,0
8995,2014,4,8005875014,17,0,COHAB,0
8996,2014,4,8005140014,7,0,COHAB,0
8997,2014,4,8005137014,7,0,COHAB,0
8998,2014,4,8005164714,7,0,COHAB,0
8999,2014,4,8006065214,23,0,COHAB,0
9000,2014,4,8006028014,23,0,COHAB,0
9001,2014,4,8005135714,7,0,COHAB,0
9002,2014,4,8006083014,23,0,COHAB,0
9003,2014,4,8006024414,23,0,COHAB,0
9004,2014,4,8006023814,23,0,COHAB,0
9005,2014,4,8006021514,23,0,COHAB,0
9006,2014,4,8005113314,7,0,COHAB,0
9007,2014,4,8004872814,1,0,COHAB,0
9008,2014,4,8004874014,1,0,COHAB,0
9009,2014,4,8005174214,7,0,COHAB,0
9010,2014,4,8004932014,2,0,COHAB,0
9011,2014,4,8004936614,2,0,COHAB,0
9012,2014,4,8004935014,2,0,COHAB,0
9013,2014,4,8004934314,2,0,COHAB,0
9014,2014,4,8004931414,2,0,COHAB,0
9015,2014,4,8004922514,2,0,COHAB,0
9016,2014,4,8004917114,2,0,COHAB,0
9017,2014,4,8004891214,1,0,COHAB,0
9018,2014,4,8004897014,1,0,COHAB,0
9019,2014,4,8004933714,2,0,COHAB,0
9020,2014,4,8004939514,2,0,COHAB,0
9021,2014,4,8004906014,1,0,COHAB,0
9022,2014,4,8004894114,1,0,COHAB,0
9023,2014,4,8005886214,17,0,COHAB,0
9024,2014,4,8004898714,1,0,COHAB,0
9025,2014,4,8004896414,1,0,COHAB,0
9026,2014,4,8004892914,1,0,COHAB,0
9027,2014,4,8004893514,1,0,COHAB,0
9028,2014,4,8006080114,23,0,COHAB,0
9029,2014,4,8006108314,23,0,COHAB,0
9030,2014,4,8006107714,23,0,COHAB,0
9031,2014,4,8005891614,17,0,COHAB,0
9032,2014,4,8005888514,17,0,COHAB,0
9033,2014,4,8006026714,23,0,COHAB,0
9034,2014,4,8005852014,17,0,COHAB,0
9035,2014,4,8006033314,23,0,COHAB,0
9036,2014,4,8006035614,23,0,COHAB,0
9037,2014,4,8006030414,23,0,COHAB,0
9038,2014,4,8005134014,7,0,COHAB,0
9039,2014,4,8005298314,8,0,COHAB,0
9040,2014,4,8005125114,7,0,COHAB,0
9041,2014,4,8005123914,7,0,COHAB,0
9042,2014,4,8004950914,2,0,COHAB,0
9043,2014,4,8004951514,2,0,COHAB,0
9044,2014,4,8006084714,23,0,COHAB,0
9045,2014,4,8004952114,2,0,COHAB,0
9046,2014,4,8004885214,1,0,COHAB,0
9047,2014,4,8004886914,1,0,COHAB,0
9048,2014,4,8005121614,7,0,COHAB,0
9049,2014,4,8005009114,3,0,COHAB,1
9050,2014,4,8004920214,2,0,COHAB,0
9051,2014,4,8005567414,14,0,COHAB,0
9052,2014,4,8004864514,1,0,COHAB,0
9053,2014,4,8005575714,14,0,COHAB,0
9054,2014,4,8005545014,14,0,COHAB,0
9055,2014,4,8006073514,23,0,COHAB,0
9056,2014,4,8005562214,14,0,COHAB,0
9057,2014,4,8006100214,23,0,COHAB,0
9058,2014,4,8005115614,7,0,COHAB,0
9059,2014,4,8005561614,14,0,COHAB,0
9060,2014,4,8005176514,7,0,COHAB,0
