processo_numero;processo_ocorrencia
8055598517;Não há Ocorrência para essa Solicitação
8055589617;Não há Ocorrência para essa Solicitação
8055580718;Não há Ocorrência para essa Solicitação
8055576819;Não há Ocorrência para essa Solicitação
8055568718;Não há Ocorrência para essa Solicitação
8055566418;Arvores em Risco
8055556918;Imoveis com Danos/Risco
8055534916;Não há Ocorrência para essa Solicitação
8055532218;Deslizamentos de Barreiras
8055518018;Não há Ocorrência para essa Solicitação
8055506118;Não há Ocorrência para essa Solicitação
8055503218;Deslizamentos de Barreiras
8055503218;Não há Ocorrência para essa Solicitação
8055497218;Não há Ocorrência para essa Solicitação
8055484619;Imoveis com Danos/Risco
8055466316;Não há Ocorrência para essa Solicitação
8055459716;Muro com Danos
8055459716;Postes em Risco
8055443018;Não há Ocorrência para essa Solicitação
8055433816;Não há Ocorrência para essa Solicitação
8055429519;Não há Ocorrência para essa Solicitação
8055424518;Imoveis com Danos/Risco
8055420819;Não há Ocorrência para essa Solicitação
8055414819;Não há Ocorrência para essa Solicitação
8055407318;Não há Ocorrência para essa Solicitação
8055356018;Não há Ocorrência para essa Solicitação
8055354718;Não há Ocorrência para essa Solicitação
8055347018;Não há Ocorrência para essa Solicitação
8055345818;Deslizamentos de Barreiras
8055333018;Não há Ocorrência para essa Solicitação
8055331718;Não há Ocorrência para essa Solicitação
8055316619;Não há Ocorrência para essa Solicitação
8055281819;Não há Ocorrência para essa Solicitação
8055280716;Deslizamentos de Barreiras
8055275316;Imoveis com Danos/Risco
8055274119;Arvores em Risco
8055273016;Invasao de Terreno de Auxilio Moradia
8055216716;Não há Ocorrência para essa Solicitação
8055214416;Não há Ocorrência para essa Solicitação
8055214416;Deslizamentos de Barreiras
8055212619;Não há Ocorrência para essa Solicitação
8055208416;Não há Ocorrência para essa Solicitação
8055203216;Postes em Risco
8055203216;Muro com Danos
8055198916;Não há Ocorrência para essa Solicitação
8055187716;Não há Ocorrência para essa Solicitação
8055184816;Deslizamentos de Barreiras
8055159316;Não há Ocorrência para essa Solicitação
8055155219;Arvores em Risco
8055139719;Não há Ocorrência para essa Solicitação
8055134917;Deslizamentos de Barreiras
8055127217;Deslizamentos de Barreiras
8055117916;Invasao de Terreno de Auxilio Moradia
8055116719;Muro com Danos
8055115616;Imoveis com Danos/Risco
8055095019;Muro com Danos
8055061117;Não há Ocorrência para essa Solicitação
8055052217;Não há Ocorrência para essa Solicitação
8055041017;Imoveis com Danos/Risco
8055027419;Não há Ocorrência para essa Solicitação
8055026117;Imoveis com Danos/Risco
8055023416;Invasao de Terreno de Auxilio Moradia
8055017919;Não há Ocorrência para essa Solicitação
8054993419;Imoveis com Danos/Risco
8054990016;Imoveis com Danos/Risco
8054966719;Imoveis com Danos/Risco
8054959019;Não há Ocorrência para essa Solicitação
8054949016;Não há Ocorrência para essa Solicitação
8054931018;Imoveis com Danos/Risco
8054898318;Muro com Danos
8054864516;Não há Ocorrência para essa Solicitação
8054842116;Invasao de Terreno de Auxilio Moradia
8054838919;Não há Ocorrência para essa Solicitação
8054836619;Não há Ocorrência para essa Solicitação
8054836619;Imoveis com Danos/Risco
8054805518;Não há Ocorrência para essa Solicitação
8054756219;Não há Ocorrência para essa Solicitação
8054748317;Não há Ocorrência para essa Solicitação
8054741016;Incendios
8054728217;Invasao de Terreno de Auxilio Moradia
8054726017;Deslizamentos de Barreiras
8054722417;Invasao de Terreno de Auxilio Moradia
8054716417;Não há Ocorrência para essa Solicitação
8054710617;Imoveis com Danos/Risco
8054707517;Imoveis com Danos/Risco
8054694017;Imoveis com Danos/Risco
8054692419;Imoveis com Danos/Risco
8054690517;Deslizamentos de Barreiras
8054687417;Imoveis com Danos/Risco
8054685117;Imoveis com Danos/Risco
8054683917;Não há Ocorrência para essa Solicitação
8054681617;Não há Ocorrência para essa Solicitação
8054679117;Não há Ocorrência para essa Solicitação
8054677917;Não há Ocorrência para essa Solicitação
8054675617;Muro com Danos
8054672717;Deslizamentos de Barreiras
8054671216;Deslizamentos de Barreiras
8054669617;Deslizamentos de Barreiras
8054669617;Muro com Danos
8054666717;Invasao de Terreno de Auxilio Moradia
8054664417;Muro com Danos
8054653919;Imoveis com Danos/Risco
8054653919;Não há Ocorrência para essa Solicitação
8054649517;Não há Ocorrência para essa Solicitação
8054636017;Não há Ocorrência para essa Solicitação
8054609019;Não há Ocorrência para essa Solicitação
8054608518;Arvores em Risco
8054597318;Deslizamentos de Barreiras
8054587116;Deslizamentos de Barreiras
8054587116;Não há Ocorrência para essa Solicitação
8054582817;Não há Ocorrência para essa Solicitação
8054573016;Muro com Danos
8054567016;Muro com Danos
8054559418;Deslizamentos de Barreiras
8054544519;Não há Ocorrência para essa Solicitação
8054539318;Não há Ocorrência para essa Solicitação
8054538519;Imoveis com Danos/Risco
8054535017;Não há Ocorrência para essa Solicitação
8054534118;Não há Ocorrência para essa Solicitação
8054514217;Não há Ocorrência para essa Solicitação
8054511118;Não há Ocorrência para essa Solicitação
8054501419;Não há Ocorrência para essa Solicitação
8054498319;Arvores em Risco
8054495016;Arvores em Risco
8054493517;Arvores em Risco
8054490418;Deslizamentos de Barreiras
8054484219;Arvores em Risco
8054483818;Deslizamentos de Barreiras
8054468918;Não há Ocorrência para essa Solicitação
8054467019;Não há Ocorrência para essa Solicitação
8054463917;Não há Ocorrência para essa Solicitação
8054459819;Não há Ocorrência para essa Solicitação
8054454619;Não há Ocorrência para essa Solicitação
8054453118;Imoveis com Danos/Risco
8054428718;Não há Ocorrência para essa Solicitação
8054412517;Não há Ocorrência para essa Solicitação
8054409218;Não há Ocorrência para essa Solicitação
8054405718;Imoveis com Danos/Risco
8054393017;Não há Ocorrência para essa Solicitação
8054388916;Não há Ocorrência para essa Solicitação
8054385618;Não há Ocorrência para essa Solicitação
8054369919;Imoveis com Danos/Risco
8054367619;Não há Ocorrência para essa Solicitação
8054361819;Imoveis com Danos/Risco
8054361819;Arvores em Risco
8054358918;Deslizamentos de Barreiras
8054353718;Deslizamentos de Barreiras
8054342717;Arvores em Risco
8054320516;Imoveis com Danos/Risco
8054315818;Não há Ocorrência para essa Solicitação
8054306719;Imoveis com Danos/Risco
8054299019;Não há Ocorrência para essa Solicitação
8054296716;Imoveis com Danos/Risco
8054296716;Não há Ocorrência para essa Solicitação
8054292116;Imoveis com Danos/Risco
8054287418;Arvores em Risco
8054284518;Imoveis com Danos/Risco
8054282218;Imoveis com Danos/Risco
8054273716;Não há Ocorrência para essa Solicitação
8054271416;Imoveis com Danos/Risco
8054269016;Desabamento Parcial Imoveis
8054263619;Não há Ocorrência para essa Solicitação
8054260017;Não há Ocorrência para essa Solicitação
8054256019;Não há Ocorrência para essa Solicitação
8054253417;Não há Ocorrência para essa Solicitação
8054251316;Imoveis com Danos/Risco
8054250517;Não há Ocorrência para essa Solicitação
8054249518;Não há Ocorrência para essa Solicitação
8054246817;Não há Ocorrência para essa Solicitação
8054246016;Invasao de Terreno de Auxilio Moradia
8054244517;Não há Ocorrência para essa Solicitação
8054243016;Deslizamentos de Barreiras
8054239018;Imoveis com Danos/Risco
8054234818;Não há Ocorrência para essa Solicitação
8054232518;Não há Ocorrência para essa Solicitação
8054229418;Não há Ocorrência para essa Solicitação
8054222117;Não há Ocorrência para essa Solicitação
8054219719;Não há Ocorrência para essa Solicitação
8054215318;Arvores em Risco
8054213919;Não há Ocorrência para essa Solicitação
8054213217;Imoveis com Danos/Risco
8054212418;Imoveis com Danos/Risco
8054212418;Muro com Danos
8054209318;Deslizamentos de Barreiras
8054203518;Não há Ocorrência para essa Solicitação
8054202017;Não há Ocorrência para essa Solicitação
8054197717;Não há Ocorrência para essa Solicitação
8054194618;Não há Ocorrência para essa Solicitação
8054192318;Imoveis com Danos/Risco
8054192119;Não há Ocorrência para essa Solicitação
8054190919;Não há Ocorrência para essa Solicitação
8054188817;Arvores em Risco
8054184217;Arvores em Risco
8054180717;Não há Ocorrência para essa Solicitação
8054178217;Não há Ocorrência para essa Solicitação
8054173918;Não há Ocorrência para essa Solicitação
8054173017;Deslizamentos de Barreiras
8054173017;Arvores em Risco
8054168518;Muro com Danos
8054166417;Não há Ocorrência para essa Solicitação
8054165618;Deslizamentos de Barreiras
8054164316;Imoveis com Danos/Risco
8054163318;Não há Ocorrência para essa Solicitação
8054163318;Deslizamentos de Barreiras
8054162917;Deslizamentos de Barreiras
8054160617;Desabamento Parcial de Obras de Contencao/Drenagem
8054160617;Deslizamentos de Barreiras
8054158117;Não há Ocorrência para essa Solicitação
8054152516;Não há Ocorrência para essa Solicitação
8054135819;Arvores em Risco
8054128119;Não há Ocorrência para essa Solicitação
8054118818;Não há Ocorrência para essa Solicitação
8054112117;Não há Ocorrência para essa Solicitação
8054106117;Arvores em Risco
8054104718;Muro com Danos
8054104718;Imoveis com Danos/Risco
8054101017;Imoveis com Danos/Risco
8054097217;Muro com Danos
8054097217;Arvores em Risco
8054094317;Não há Ocorrência para essa Solicitação
8054093319;Não há Ocorrência para essa Solicitação
8054085417;Não há Ocorrência para essa Solicitação
8054084419;Não há Ocorrência para essa Solicitação
8054079019;Não há Ocorrência para essa Solicitação
8054074217;Não há Ocorrência para essa Solicitação
8054069917;Imoveis com Danos/Risco
8054067617;Arvores em Risco
8054067617;Imoveis com Danos/Risco
8054065317;Arvores em Risco
8054065317;Imoveis com Danos/Risco
8054063918;Não há Ocorrência para essa Solicitação
8054059019;Não há Ocorrência para essa Solicitação
8054056417;Não há Ocorrência para essa Solicitação
8054050617;Não há Ocorrência para essa Solicitação
8054049419;Arvores em Risco
8054045919;Não há Ocorrência para essa Solicitação
8054043619;Não há Ocorrência para essa Solicitação
8054041717;Não há Ocorrência para essa Solicitação
8054041319;Não há Ocorrência para essa Solicitação
8054038617;Deslizamentos de Barreiras
8054038617;Imoveis com Danos/Risco
8054035717;Deslizamentos de Barreiras
8054035717;Imoveis com Danos/Risco
8054028719;Imoveis com Danos/Risco
8054015418;Deslizamentos de Barreiras
8054015418;Arvores em Risco
8054014619;Não há Ocorrência para essa Solicitação
8054013317;Invasao de Terreno de Auxilio Moradia
8054013118;Deslizamentos de Barreiras
8054010019;Não há Ocorrência para essa Solicitação
8054007118;Imoveis com Danos/Risco
8054002117;Deslizamentos de Barreiras
8054002117;Não há Ocorrência para essa Solicitação
8053998816;Imoveis com Danos/Risco
8053993218;Não há Ocorrência para essa Solicitação
8053992016;Imoveis com Danos/Risco
8053990119;Arvores em Risco
8053985117;Não há Ocorrência para essa Solicitação
8053983917;Não há Ocorrência para essa Solicitação
8053975418;Imoveis com Danos/Risco
8053971017;Deslizamentos de Barreiras
8053971017;Não há Ocorrência para essa Solicitação
8053969617;Deslizamentos de Barreiras
8053969617;Arvores em Risco
8053963817;Imoveis com Danos/Risco
8053962819;Não há Ocorrência para essa Solicitação
8053956117;Não há Ocorrência para essa Solicitação
8053956117;Deslizamentos de Barreiras
8053952617;Deslizamentos de Barreiras
8053952617;Arvores em Risco
8053952617;Imoveis com Danos/Risco
8053948917;Deslizamentos de Barreiras
8053948519;Imoveis com Danos/Risco
8053941417;Deslizamentos de Barreiras
8053938118;Deslizamentos de Barreiras
8053932517;Imoveis com Danos/Risco
8053932318;Arvores em Risco
8053929218;Não há Ocorrência para essa Solicitação
8053923418;Muro com Danos
8053921118;Arvores em Risco
8053915118;Arvores em Risco
8053915118;Não há Ocorrência para essa Solicitação
8053910117;Imoveis com Danos/Risco
8053910117;Deslizamentos de Barreiras
8053905817;Não há Ocorrência para essa Solicitação
8053905618;Deslizamentos de Barreiras
8053897517;Deslizamentos de Barreiras
8053897318;Não há Ocorrência para essa Solicitação
8053889217;Não há Ocorrência para essa Solicitação
8053887017;Deslizamentos de Barreiras
8053886516;Tombamento de Arvores
8053883417;Deslizamentos de Barreiras
8053883417;Não há Ocorrência para essa Solicitação
8053880517;Invasao de Terreno de Auxilio Moradia
8053880318;Desabamento Parcial Imoveis
8053880318;Não há Ocorrência para essa Solicitação
8053878719;Não há Ocorrência para essa Solicitação
8053878017;Não há Ocorrência para essa Solicitação
8053875819;Não há Ocorrência para essa Solicitação
8053875819;Deslizamentos de Barreiras
8053875117;Não há Ocorrência para essa Solicitação
8053870017;Tombamento de Arvores
8053870017;Arvores em Risco
8053866217;Não há Ocorrência para essa Solicitação
8053863317;Deslizamentos de Barreiras
8053862916;Invasao de Terreno de Auxilio Moradia
8053862518;Imoveis com Danos/Risco
8053860616;Não há Ocorrência para essa Solicitação
8053860417;Deslizamentos de Barreiras
8053859418;Imoveis com Danos/Risco
8053858017;Deslizamentos de Barreiras
8053855017;Desabamento Parcial Imoveis
8053849017;Arvores em Risco
8053847618;Não há Ocorrência para essa Solicitação
8053846316;Imoveis com Danos/Risco
8053846117;Não há Ocorrência para essa Solicitação
8053846117;Deslizamentos de Barreiras
8053845318;Muro com Danos
8053844917;Não há Ocorrência para essa Solicitação
8053841818;Não há Ocorrência para essa Solicitação
8053839517;Não há Ocorrência para essa Solicitação
8053839318;Arvores em Risco
8053839318;Deslizamentos de Barreiras
8053837018;Não há Ocorrência para essa Solicitação
8053836617;Não há Ocorrência para essa Solicitação
8053833518;Imoveis com Danos/Risco
8053832017;Deslizamentos de Barreiras
8053825417;Muro com Danos
8053825417;Imoveis com Danos/Risco
8053823117;Não há Ocorrência para essa Solicitação
8053820217;Não há Ocorrência para essa Solicitação
8053813219;Não há Ocorrência para essa Solicitação
8053813219;Deslizamentos de Barreiras
8053812017;Não há Ocorrência para essa Solicitação
8053811118;Imoveis com Danos/Risco
8053810717;Muro com Danos
8053809519;Não há Ocorrência para essa Solicitação
8053809519;Imoveis com Danos/Risco
8053808018;Imoveis com Danos/Risco
8053807617;Não há Ocorrência para essa Solicitação
8053803017;Deslizamentos de Barreiras
8053803017;Muro com Danos
8053802218;Não há Ocorrência para essa Solicitação
8053801817;Não há Ocorrência para essa Solicitação
8053799118;Não há Ocorrência para essa Solicitação
8053798717;Arvores em Risco
8053794117;Não há Ocorrência para essa Solicitação
8053793318;Não há Ocorrência para essa Solicitação
8053789618;Arvores em Risco
8053789618;Imoveis com Danos/Risco
8053789618;Muro com Danos
8053785919;Arvores em Risco
8053785018;Não há Ocorrência para essa Solicitação
8053783017;Arvores em Risco
8053783017;Tombamento de Arvores
8053778418;Imoveis com Danos/Risco
8053778219;Imoveis com Danos/Risco
8053776317;Não há Ocorrência para essa Solicitação
8053773218;Não há Ocorrência para essa Solicitação
8053769319;Imoveis com Danos/Risco
8053767019;Deslizamentos de Barreiras
8053767019;Não há Ocorrência para essa Solicitação
8053764119;Imoveis com Danos/Risco
8053761418;Não há Ocorrência para essa Solicitação
8053757519;Não há Ocorrência para essa Solicitação
8053755418;Imoveis com Danos/Risco
8053751719;Não há Ocorrência para essa Solicitação
8053748619;Não há Ocorrência para essa Solicitação
8053746518;Imoveis com Danos/Risco
8053744019;Não há Ocorrência para essa Solicitação
8053742819;Não há Ocorrência para essa Solicitação
8053741318;Não há Ocorrência para essa Solicitação
8053738218;Muro com Danos
8053737419;Não há Ocorrência para essa Solicitação
8053735119;Não há Ocorrência para essa Solicitação
8053735119;Deslizamentos de Barreiras
8053724516;Imoveis com Danos/Risco
8053721218;Deslizamentos de Barreiras
8053721218;Alagamentos
8053711917;Deslizamentos de Barreiras
8053711917;Arvores em Risco
8053701118;Não há Ocorrência para essa Solicitação
8053699718;Não há Ocorrência para essa Solicitação
8053699016;Imoveis com Danos/Risco
8053696619;Muro com Danos
8053693216;Invasao de Terreno de Auxilio Moradia
8053690316;Tombamento de Arvores
8053689118;Deslizamentos de Barreiras
8053683517;Não há Ocorrência para essa Solicitação
8053682519;Não há Ocorrência para essa Solicitação
8053679618;Não há Ocorrência para essa Solicitação
8053677517;Não há Ocorrência para essa Solicitação
8053675919;Arvores em Risco
8053673818;Não há Ocorrência para essa Solicitação
8053670719;Invasao de Terreno de Auxilio Moradia
8053669018;Imoveis com Danos/Risco
8053667017;Não há Ocorrência para essa Solicitação
8053657417;Não há Ocorrência para essa Solicitação
8053650818;Arvores em Risco
8053650818;Deslizamentos de Barreiras
8053646217;Imoveis com Danos/Risco
8053643317;Arvores em Risco
8053634417;Não há Ocorrência para essa Solicitação
8053630917;Não há Ocorrência para essa Solicitação
8053623919;Não há Ocorrência para essa Solicitação
8053618917;Imoveis com Danos/Risco
8053618917;Arvores em Risco
8053617018;Imoveis com Danos/Risco
8053609017;Deslizamentos de Barreiras
8053606017;Não há Ocorrência para essa Solicitação
8053601917;Não há Ocorrência para essa Solicitação
8053599616;Imoveis com Danos/Risco
8053599417;Não há Ocorrência para essa Solicitação
8053599218;Não há Ocorrência para essa Solicitação
8053596517;Não há Ocorrência para essa Solicitação
8053596318;Deslizamentos de Barreiras
8053587617;Não há Ocorrência para essa Solicitação
8053586619;Não há Ocorrência para essa Solicitação
8053584717;Não há Ocorrência para essa Solicitação
8053582019;Não há Ocorrência para essa Solicitação
8053581817;Arvores em Risco
8053578717;Não há Ocorrência para essa Solicitação
8053573716;Deslizamentos de Barreiras
8053573517;Deslizamentos de Barreiras
8053572718;Deslizamentos de Barreiras
8053562317;Não há Ocorrência para essa Solicitação
8053562019;Não há Ocorrência para essa Solicitação
8053560017;Deslizamentos de Barreiras
8053559416;Invasao de Terreno de Auxilio Moradia
8053554216;Invasao de Terreno de Auxilio Moradia
8053552618;Não há Ocorrência para essa Solicitação
8053551819;Muro com Danos
8053548017;Não há Ocorrência para essa Solicitação
8053543917;Deslizamentos de Barreiras
8053540017;Não há Ocorrência para essa Solicitação
8053534818;Deslizamentos de Barreiras
8053532916;Arvores em Risco
8053532717;Não há Ocorrência para essa Solicitação
8053530417;Deslizamentos de Barreiras
8053525918;Não há Ocorrência para essa Solicitação
8053522018;Não há Ocorrência para essa Solicitação
8053521119;Imoveis com Danos/Risco
8053517618;Não há Ocorrência para essa Solicitação
8053512418;Não há Ocorrência para essa Solicitação
8053509318;Não há Ocorrência para essa Solicitação
8053505818;Imoveis com Danos/Risco
8053502918;Deslizamentos de Barreiras
8053499619;Não há Ocorrência para essa Solicitação
8053494618;Não há Ocorrência para essa Solicitação
8053493316;Imoveis com Danos/Risco
8053492119;Imoveis com Danos/Risco
8053490018;Deslizamentos de Barreiras
8053488618;Não há Ocorrência para essa Solicitação
8053486318;Não há Ocorrência para essa Solicitação
8053485519;Não há Ocorrência para essa Solicitação
8053482818;Imoveis com Danos/Risco
8053482818;Deslizamentos de Barreiras
8053482818;Arvores em Risco
8053481019;Não há Ocorrência para essa Solicitação
8053479718;Deslizamentos de Barreiras
8053475516;Imoveis com Danos/Risco
8053471618;Deslizamentos de Barreiras
8053468319;Deslizamentos de Barreiras
8053467918;Imoveis com Danos/Risco
8053467918;Deslizamentos de Barreiras
8053467918;Desabamento Parcial Imoveis
8053465618;Deslizamentos de Barreiras
8053463318;Deslizamentos de Barreiras
8053461217;Não há Ocorrência para essa Solicitação
8053458018;Deslizamentos de Barreiras
8053457119;Não há Ocorrência para essa Solicitação
8053453619;Imoveis com Danos/Risco
8053445319;Não há Ocorrência para essa Solicitação
8053442419;Não há Ocorrência para essa Solicitação
8053439717;Arvores em Risco
8053433917;Não há Ocorrência para essa Solicitação
8053433519;Não há Ocorrência para essa Solicitação
8053433016;Invasao de Terreno de Auxilio Moradia
8053424017;Não há Ocorrência para essa Solicitação
8053422319;Arvores em Risco
8053421918;Deslizamentos de Barreiras
8053420019;Não há Ocorrência para essa Solicitação
8053418017;Não há Ocorrência para essa Solicitação
8053417019;Não há Ocorrência para essa Solicitação
8053417019;Deslizamentos de Barreiras
8053408417;Imoveis com Danos/Risco
8053408417;Arvores em Risco
8053408019;Não há Ocorrência para essa Solicitação
8053404917;Não há Ocorrência para essa Solicitação
8053404718;Não há Ocorrência para essa Solicitação
8053397018;Não há Ocorrência para essa Solicitação
8053394019;Não há Ocorrência para essa Solicitação
8053380217;Não há Ocorrência para essa Solicitação
8053375519;Deslizamentos de Barreiras
8053375519;Não há Ocorrência para essa Solicitação
8053374217;Imoveis com Danos/Risco
8053364717;Imoveis com Danos/Risco
8053351919;Não há Ocorrência para essa Solicitação
8053345416;Não há Ocorrência para essa Solicitação
8053340918;Arvores em Risco
8053339919;Não há Ocorrência para essa Solicitação
8053313019;Não há Ocorrência para essa Solicitação
8053311918;Muro com Danos
8053297419;Não há Ocorrência para essa Solicitação
8053296018;Alagamentos
8053280016;Imoveis com Danos/Risco
8053276918;Deslizamentos de Barreiras
8053268817;Não há Ocorrência para essa Solicitação
8053265519;Imoveis com Danos/Risco
8053249118;Não há Ocorrência para essa Solicitação
8053242917;Muro com Danos
8053238018;Não há Ocorrência para essa Solicitação
8053234219;Não há Ocorrência para essa Solicitação
8053225518;Tombamento de Arvores
8053221018;Desabamento Parcial Imoveis
8053216419;Imoveis com Danos/Risco
8053213718;Não há Ocorrência para essa Solicitação
8053204619;Não há Ocorrência para essa Solicitação
8053202319;Não há Ocorrência para essa Solicitação
8053201017;Imoveis com Danos/Risco
8053194218;Deslizamentos de Barreiras
8053188019;Imoveis com Danos/Risco
8053183018;Não há Ocorrência para essa Solicitação
8053182617;Deslizamentos de Barreiras
8053179318;Deslizamentos de Barreiras
8053172918;Deslizamentos de Barreiras
8053172918;Não há Ocorrência para essa Solicitação
8053169619;Deslizamentos de Barreiras
8053166017;Não há Ocorrência para essa Solicitação
8053162318;Deslizamentos de Barreiras
8053161519;Não há Ocorrência para essa Solicitação
8053156119;Deslizamentos de Barreiras
8053156119;Não há Ocorrência para essa Solicitação
8053149718;Não há Ocorrência para essa Solicitação
8053145118;Não há Ocorrência para essa Solicitação
8053131018;Não há Ocorrência para essa Solicitação
8053124617;Não há Ocorrência para essa Solicitação
8053123818;Não há Ocorrência para essa Solicitação
8053123818;Deslizamentos de Barreiras
8053121518;Deslizamentos de Barreiras
8053118418;Imoveis com Danos/Risco
8053114918;Deslizamentos de Barreiras
8053112016;Muro com Danos
8053102919;Imoveis com Danos/Risco
8053098318;Deslizamentos de Barreiras
8053098318;Não há Ocorrência para essa Solicitação
8053098119;Imoveis com Danos/Risco
8053094818;Não há Ocorrência para essa Solicitação
8053090218;Deslizamentos de Barreiras
8053078616;Arvores em Risco
8053071619;Deslizamentos de Barreiras
8053069318;Arvores em Risco
8053060618;Alagamentos
8053058118;Deslizamentos de Barreiras
8053056017;Não há Ocorrência para essa Solicitação
8053055616;Deslizamentos de Barreiras
8053050416;Não há Ocorrência para essa Solicitação
8053047018;Não há Ocorrência para essa Solicitação
8053045718;Deslizamentos de Barreiras
8053041118;Deslizamentos de Barreiras
8053040319;Imoveis com Danos/Risco
8053040319;Não há Ocorrência para essa Solicitação
8053032019;Não há Ocorrência para essa Solicitação
8053028717;Muro com Danos
8053026417;Imoveis com Danos/Risco
8053026417;Tombamento de Arvores
8053026417;Deslizamentos de Barreiras
8053023517;Deslizamentos de Barreiras
8053019016;Deslizamentos de Barreiras
8053008418;Deslizamentos de Barreiras
8053004017;Não há Ocorrência para essa Solicitação
8053003218;Imoveis com Danos/Risco
8052997617;Arvores em Risco
8052980418;Não há Ocorrência para essa Solicitação
8052968816;Deslizamentos de Barreiras
8052957019;Não há Ocorrência para essa Solicitação
8052951219;Não há Ocorrência para essa Solicitação
8052931318;Imoveis com Danos/Risco
8052914019;Não há Ocorrência para essa Solicitação
8052906017;Não há Ocorrência para essa Solicitação
8052899218;Deslizamentos de Barreiras
8052897018;Alagamentos
8052893219;Não há Ocorrência para essa Solicitação
8052852419;Não há Ocorrência para essa Solicitação
8052848918;Não há Ocorrência para essa Solicitação
8052843016;Imoveis com Danos/Risco
8052838716;Imoveis com Danos/Risco
8052836018;Deslizamentos de Barreiras
8052834818;Arvores em Risco
8052834818;Deslizamentos de Barreiras
8052827317;Muro com Danos
8052827317;Arvores em Risco
8052827317;Deslizamentos de Barreiras
8052825216;Imoveis com Danos/Risco
8052821318;Deslizamentos de Barreiras
8052821318;Imoveis com Danos/Risco
8052809716;Muro com Danos
8052805818;Imoveis com Danos/Risco
8052805818;Deslizamentos de Barreiras
8052801218;Deslizamentos de Barreiras
8052801218;Imoveis com Danos/Risco
8052799818;Imoveis com Danos/Risco
8052786716;Imoveis com Danos/Risco
8052786318;Desabamento Parcial de Obras de Contencao/Drenagem
8052778217;Não há Ocorrência para essa Solicitação
8052778018;Imoveis com Danos/Risco
8052775516;Não há Ocorrência para essa Solicitação
8052763318;Não há Ocorrência para essa Solicitação
8052763119;Deslizamentos de Barreiras
8052760418;Não há Ocorrência para essa Solicitação
8052759817;Imoveis com Danos/Risco
8052758316;Imoveis com Danos/Risco
8052758018;Imoveis com Danos/Risco
8052754816;Arvores em Risco
8052750216;Deslizamentos de Barreiras
8052749919;Não há Ocorrência para essa Solicitação
8052748816;Não há Ocorrência para essa Solicitação
8052745717;Arvores em Risco
8052742618;Não há Ocorrência para essa Solicitação
8052740318;Arvores em Risco
8052740318;Imoveis com Danos/Risco
8052740119;Imoveis com Danos/Risco
8052731418;Muro com Danos
8052727718;Deslizamentos de Barreiras
8052723118;Arvores em Risco
8052714218;Imoveis com Danos/Risco
8052712018;Deslizamentos de Barreiras
8052710718;Deslizamentos de Barreiras
8052708218;Deslizamentos de Barreiras
8052706018;Não há Ocorrência para essa Solicitação
8052701017;Deslizamentos de Barreiras
8052700118;Não há Ocorrência para essa Solicitação
8052696418;Deslizamentos de Barreiras
8052691218;Deslizamentos de Barreiras
8052691019;Não há Ocorrência para essa Solicitação
8052689116;Muro com Danos
8052683018;Não há Ocorrência para essa Solicitação
8052677117;Arvores em Risco
8052677117;Imoveis com Danos/Risco
8052675519;Não há Ocorrência para essa Solicitação
8052670518;Deslizamentos de Barreiras
8052669519;Muro com Danos
8052668018;Não há Ocorrência para essa Solicitação
8052666017;Não há Ocorrência para essa Solicitação
8052662218;Não há Ocorrência para essa Solicitação
8052660018;Imoveis com Danos/Risco
8052657918;Não há Ocorrência para essa Solicitação
8052654018;Não há Ocorrência para essa Solicitação
8052648117;Não há Ocorrência para essa Solicitação
8052648018;Deslizamentos de Barreiras
8052645416;Não há Ocorrência para essa Solicitação
8052643818;Não há Ocorrência para essa Solicitação
8052641518;Não há Ocorrência para essa Solicitação
8052639919;Imoveis com Danos/Risco
8052633019;Não há Ocorrência para essa Solicitação
8052625117;Imoveis com Danos/Risco
8052620818;Não há Ocorrência para essa Solicitação
8052611918;Arvores em Risco
8052604417;Não há Ocorrência para essa Solicitação
8052598019;Não há Ocorrência para essa Solicitação
8052596316;Imoveis com Danos/Risco
8052589119;Não há Ocorrência para essa Solicitação
8052583518;Imoveis com Danos/Risco
8052577518;Deslizamentos de Barreiras
8052577518;Não há Ocorrência para essa Solicitação
8052555019;Não há Ocorrência para essa Solicitação
8052549118;Postes em Risco
8052548916;Imoveis com Danos/Risco
8052543318;Não há Ocorrência para essa Solicitação
8052539618;Não há Ocorrência para essa Solicitação
8052528816;Não há Ocorrência para essa Solicitação
8052525916;Não há Ocorrência para essa Solicitação
8052518918;Não há Ocorrência para essa Solicitação
8052513718;Alagamentos
8052513718;Tombamento de Arvores
8052503019;Não há Ocorrência para essa Solicitação
8052501719;Não há Ocorrência para essa Solicitação
8052498619;Imoveis com Danos/Risco
8052496319;Imoveis com Danos/Risco
8052486316;Imoveis com Danos/Risco
8052485517;Muro com Danos
8052482418;Não há Ocorrência para essa Solicitação
8052473916;Não há Ocorrência para essa Solicitação
8052472918;Deslizamentos de Barreiras
8052457018;Deslizamentos de Barreiras
8052444518;Não há Ocorrência para essa Solicitação
8052408918;Deslizamentos de Barreiras
8052401219;Imoveis com Danos/Risco
8052395418;Não há Ocorrência para essa Solicitação
8052390218;Arvores em Risco
8052388619;Arvores em Risco
8052385918;Não há Ocorrência para essa Solicitação
8052383817;Imoveis com Danos/Risco
8052383817;Deslizamentos de Barreiras
8052381318;Deslizamentos de Barreiras
