processo_numero;processo_ocorrencia
8017836116;Deslizamentos de Barreiras
8017835914;Não há Ocorrência para essa Solicitação
8017835019;Não há Ocorrência para essa Solicitação
8017834916;Alagamentos
8017832815;Deslizamentos de Barreiras
8017832616;Alagamentos
8017830316;Desabamento Parcial Imoveis
8017830316;Imoveis com Danos/Risco
8017828916;Deslizamentos de Barreiras
8017828717;Não há Ocorrência para essa Solicitação
8017828319;Não há Ocorrência para essa Solicitação
8017826616;Desabamento Total Imoveis
8017824316;Não há Ocorrência para essa Solicitação
8017822917;Não há Ocorrência para essa Solicitação
8017822016;Deslizamentos de Barreiras
8017821018;Não há Ocorrência para essa Solicitação
8017820816;Imoveis Alagados
8017820816;Imoveis com Danos/Risco
8017819419;Não há Ocorrência para essa Solicitação
8017818316;Não há Ocorrência para essa Solicitação
8017816016;Não há Ocorrência para essa Solicitação
8017814816;Não há Ocorrência para essa Solicitação
8017812715;Deslizamentos de Barreiras
8017812715;Imoveis com Danos/Risco
8017812516;Deslizamentos de Barreiras
8017812019;Não há Ocorrência para essa Solicitação
8017810216;Deslizamentos de Barreiras
8017809919;Não há Ocorrência para essa Solicitação
8017808816;Deslizamentos de Barreiras
8017808418;Não há Ocorrência para essa Solicitação
8017806715;Deslizamentos de Barreiras
8017806516;Arvores em Risco
8017806019;Não há Ocorrência para essa Solicitação
8017804719;Não há Ocorrência para essa Solicitação
8017804216;Imoveis com Danos/Risco
8017803815;Imoveis com Danos/Risco
8017802016;Não há Ocorrência para essa Solicitação
8017801515;Incendios
8017800716;Não há Ocorrência para essa Solicitação
8017799015;Não há Ocorrência para essa Solicitação
8017798216;Deslizamentos de Barreiras
8017798017;Não há Ocorrência para essa Solicitação
8017797815;Arvores em Risco
8017797019;Não há Ocorrência para essa Solicitação
8017796016;Não há Ocorrência para essa Solicitação
8017795515;Muro com Danos
8017794716;Não há Ocorrência para essa Solicitação
8017793215;Muro com Danos
8017792814;Não há Ocorrência para essa Solicitação
8017792416;Não há Ocorrência para essa Solicitação
8017791617;Não há Ocorrência para essa Solicitação
8017791219;Não há Ocorrência para essa Solicitação
8017791015;Não há Ocorrência para essa Solicitação
8017790116;Deslizamentos de Barreiras
8017788716;Não há Ocorrência para essa Solicitação
8017787519;Não há Ocorrência para essa Solicitação
8017787215;Não há Ocorrência para essa Solicitação
8017786416;Deslizamentos de Barreiras
8017785219;Imoveis com Danos/Risco
8017785015;Imoveis com Danos/Risco
8017784116;Não há Ocorrência para essa Solicitação
8017784017;Não há Ocorrência para essa Solicitação
8017783914;Imoveis com Danos/Risco
8017783019;Não há Ocorrência para essa Solicitação
8017782916;Deslizamentos de Barreiras
8017780616;Deslizamentos de Barreiras
8017779219;Não há Ocorrência para essa Solicitação
8017778116;Deslizamentos de Barreiras
8017777019;Não há Ocorrência para essa Solicitação
8017776916;Desabamento Parcial Imoveis
8017775719;Não há Ocorrência para essa Solicitação
8017774616;Não há Ocorrência para essa Solicitação
8017773419;Não há Ocorrência para essa Solicitação
8017772316;Não há Ocorrência para essa Solicitação
8017770519;Não há Ocorrência para essa Solicitação
8017770016;Não há Ocorrência para essa Solicitação
8017768616;Não há Ocorrência para essa Solicitação
8017768014;Tombamento de Arvores
8017766316;Não há Ocorrência para essa Solicitação
8017765119;Não há Ocorrência para essa Solicitação
8017763416;Não há Ocorrência para essa Solicitação
8017761116;Não há Ocorrência para essa Solicitação
8017759915;Deslizamentos de Barreiras
8017759915;Não há Ocorrência para essa Solicitação
8017759716;Deslizamentos de Barreiras
8017758917;Imoveis com Danos/Risco
8017757416;Arvores em Risco
8017755116;Não há Ocorrência para essa Solicitação
8017753916;Não há Ocorrência para essa Solicitação
8017751616;Deslizamentos de Barreiras
8017751014;Não há Ocorrência para essa Solicitação
8017750419;Não há Ocorrência para essa Solicitação
8017749116;Arvores em Risco
8017747916;Deslizamentos de Barreiras
8017747015;Imoveis com Danos/Risco
8017745616;Arvores em Risco
8017743316;Tombamento de Arvores
8017741016;Alagamentos
8017740814;Não há Ocorrência para essa Solicitação
8017739616;Não há Ocorrência para essa Solicitação
8017738314;Imoveis com Danos/Risco
8017737316;Imoveis Alagados
8017736014;Muro com Danos
8017736014;Imoveis com Danos/Risco
8017735016;Invasao de Terreno de Auxilio Moradia
8017733816;Alagamentos
8017733015;Não há Ocorrência para essa Solicitação
8017731516;Não há Ocorrência para essa Solicitação
8017730015;Não há Ocorrência para essa Solicitação
8017729917;Imoveis com Danos/Risco
8017729519;Não há Ocorrência para essa Solicitação
8017729016;Desabamento Total Imoveis
8017727816;Deslizamentos de Barreiras
8017726619;Não há Ocorrência para essa Solicitação
8017725516;Alagamentos
8017723216;Não há Ocorrência para essa Solicitação
8017721016;Imoveis com Danos/Risco
8017719715;Deslizamentos de Barreiras
8017719516;Não há Ocorrência para essa Solicitação
8017717216;Deslizamentos de Barreiras
8017716019;Não há Ocorrência para essa Solicitação
8017715016;Não há Ocorrência para essa Solicitação
8017713716;Não há Ocorrência para essa Solicitação
8017711416;Alagamentos
8017709419;Imoveis com Danos/Risco
8017709016;Não há Ocorrência para essa Solicitação
8017706016;Não há Ocorrência para essa Solicitação
8017704816;Não há Ocorrência para essa Solicitação
8017702516;Não há Ocorrência para essa Solicitação
8017700216;Deslizamentos de Barreiras
8017698816;Muro com Danos
8017696516;Imoveis Alagados
8017694216;Imoveis com Danos/Risco
8017694216;Deslizamentos de Barreiras
8017692016;Deslizamentos de Barreiras
8017691819;Não há Ocorrência para essa Solicitação
8017691714;Não há Ocorrência para essa Solicitação
8017690716;Muro com Danos
8017690716;Imoveis com Danos/Risco
8017689717;Não há Ocorrência para essa Solicitação
8017688216;Desabamento Total de Obras de Contencao/Drenagem
8017686016;Não há Ocorrência para essa Solicitação
8017684716;Desabamento Total de Obras de Contencao/Drenagem
8017683215;Arvores em Risco
8017682416;Não há Ocorrência para essa Solicitação
8017680619;Deslizamentos de Barreiras
8017680116;Não há Ocorrência para essa Solicitação
8017679515;Alagamentos
8017679515;Deslizamentos de Barreiras
8017678716;Não há Ocorrência para essa Solicitação
8017678119;Não há Ocorrência para essa Solicitação
8017676416;Não há Ocorrência para essa Solicitação
8017674116;Deslizamentos de Barreiras
8017674116;Não há Ocorrência para essa Solicitação
8017672916;Não há Ocorrência para essa Solicitação
8017671719;Não há Ocorrência para essa Solicitação
8017670616;Deslizamentos de Barreiras
8017668514;Não há Ocorrência para essa Solicitação
8017668315;Não há Ocorrência para essa Solicitação
8017668116;Imoveis Alagados
8017666916;Deslizamentos de Barreiras
8017664616;Não há Ocorrência para essa Solicitação
8017662819;Não há Ocorrência para essa Solicitação
8017662316;Deslizamentos de Barreiras
8017660016;Deslizamentos de Barreiras
8017658616;Não há Ocorrência para essa Solicitação
8017658417;Não há Ocorrência para essa Solicitação
8017656316;Tombamento de Arvores
8017655915;Não há Ocorrência para essa Solicitação
8017654016;Deslizamentos de Barreiras
8017653919;Não há Ocorrência para essa Solicitação
8017652816;Não há Ocorrência para essa Solicitação
8017650516;Não há Ocorrência para essa Solicitação
8017649915;Deslizamentos de Barreiras
8017648519;Não há Ocorrência para essa Solicitação
8017648414;Não há Ocorrência para essa Solicitação
8017648016;Deslizamentos de Barreiras
8017647217;Deslizamentos de Barreiras
8017646816;Deslizamentos de Barreiras
8017646219;Deslizamentos de Barreiras
8017644516;Não há Ocorrência para essa Solicitação
8017642216;Não há Ocorrência para essa Solicitação
8017640419;Não há Ocorrência para essa Solicitação
8017640016;Não há Ocorrência para essa Solicitação
8017638516;Deslizamentos de Barreiras
8017636216;Não há Ocorrência para essa Solicitação
8017635815;Imoveis com Danos/Risco
8017635417;Não há Ocorrência para essa Solicitação
8017634419;Deslizamentos de Barreiras
8017634419;Não há Ocorrência para essa Solicitação
8017634016;Não há Ocorrência para essa Solicitação
8017632915;Não há Ocorrência para essa Solicitação
8017632716;Não há Ocorrência para essa Solicitação
8017632716;Deslizamentos de Barreiras
8017630814;Não há Ocorrência para essa Solicitação
8017630416;Não há Ocorrência para essa Solicitação
8017628016;Não há Ocorrência para essa Solicitação
8017626716;Não há Ocorrência para essa Solicitação
8017624416;Deslizamentos de Barreiras
8017623617;Não há Ocorrência para essa Solicitação
8017622116;Não há Ocorrência para essa Solicitação
8017620916;Deslizamentos de Barreiras
8017620717;Não há Ocorrência para essa Solicitação
8017618416;Deslizamentos de Barreiras
8017616116;Não há Ocorrência para essa Solicitação
8017615019;Não há Ocorrência para essa Solicitação
8017614916;Deslizamentos de Barreiras
8017612616;Deslizamentos de Barreiras
8017612417;Não há Ocorrência para essa Solicitação
8017611314;Imoveis com Danos/Risco
8017610316;Não há Ocorrência para essa Solicitação
8017608916;Não há Ocorrência para essa Solicitação
8017606616;Deslizamentos de Barreiras
8017604316;Deslizamentos de Barreiras
8017603915;Deslizamentos de Barreiras
8017602519;Não há Ocorrência para essa Solicitação
8017602016;Arvores em Risco
8017601615;Não há Ocorrência para essa Solicitação
8017600816;Não há Ocorrência para essa Solicitação
8017598819;Não há Ocorrência para essa Solicitação
8017598316;Não há Ocorrência para essa Solicitação
8017596016;Não há Ocorrência para essa Solicitação
8017594816;Deslizamentos de Barreiras
8017593619;Arvores em Risco
8017593514;Não há Ocorrência para essa Solicitação
8017592516;Deslizamentos de Barreiras
8017591319;Não há Ocorrência para essa Solicitação
8017591214;Não há Ocorrência para essa Solicitação
8017591214;Deslizamentos de Barreiras
8017590216;Deslizamentos de Barreiras
8017589919;Não há Ocorrência para essa Solicitação
8017588816;Deslizamentos de Barreiras
8017588114;Não há Ocorrência para essa Solicitação
8017586516;Deslizamentos de Barreiras
8017586516;Imoveis com Danos/Risco
8017586019;Imoveis com Danos/Risco
8017584614;Arvores em Risco
8017584614;Tombamento de Arvores
8017584216;Alagamentos
8017584216;Imoveis com Danos/Risco
8017582314;Desabamento Parcial Imoveis
8017582016;Deslizamentos de Barreiras
8017581819;Não há Ocorrência para essa Solicitação
8017580716;Não há Ocorrência para essa Solicitação
8017579214;Alagamentos
8017579214;Desabamento Parcial Imoveis
8017578216;Não há Ocorrência para essa Solicitação
8017577417;Imoveis com Danos/Risco
8017576016;Deslizamentos de Barreiras
8017574716;Não há Ocorrência para essa Solicitação
8017572416;Deslizamentos de Barreiras
8017570619;Não há Ocorrência para essa Solicitação
8017570116;Não há Ocorrência para essa Solicitação
8017568716;Deslizamentos de Barreiras
8017566919;Não há Ocorrência para essa Solicitação
8017566615;Desabamento Total Imoveis
8017566416;Deslizamentos de Barreiras
8017565617;Não há Ocorrência para essa Solicitação
8017564619;Não há Ocorrência para essa Solicitação
8017564116;Imoveis com Danos/Risco
8017564116;Deslizamentos de Barreiras
8017562916;Deslizamentos de Barreiras
8017560616;Não há Ocorrência para essa Solicitação
8017559219;Imoveis com Danos/Risco
8017558116;Deslizamentos de Barreiras
8017556916;Deslizamentos de Barreiras
8017556319;Não há Ocorrência para essa Solicitação
8017556214;Imoveis com Danos/Risco
8017554616;Não há Ocorrência para essa Solicitação
8017553817;Não há Ocorrência para essa Solicitação
8017552316;Deslizamentos de Barreiras
8017551014;Não há Ocorrência para essa Solicitação
8017550519;Não há Ocorrência para essa Solicitação
8017550016;Não há Ocorrência para essa Solicitação
8017548616;Deslizamentos de Barreiras
8017548019;Deslizamentos de Barreiras
8017546316;Não há Ocorrência para essa Solicitação
8017544016;Deslizamentos de Barreiras
8017543217;Deslizamentos de Barreiras
8017542816;Deslizamentos de Barreiras
8017542816;Não há Ocorrência para essa Solicitação
8017541514;Imoveis com Danos/Risco
8017540516;Deslizamentos de Barreiras
8017539119;Deslizamentos de Barreiras
8017539119;Não há Ocorrência para essa Solicitação
8017539014;Imoveis com Danos/Risco
8017538016;Deslizamentos de Barreiras
8017536816;Deslizamentos de Barreiras
8017535619;Não há Ocorrência para essa Solicitação
8017535017;Não há Ocorrência para essa Solicitação
8017534516;Alagamentos
8017534516;Imoveis Alagados
8017533015;Desabamento Total de Obras de Contencao/Drenagem
8017533015;Desabamento Parcial de Obras de Contencao/Drenagem
8017532216;Deslizamentos de Barreiras
8017531417;Não há Ocorrência para essa Solicitação
8017530016;Deslizamentos de Barreiras
8017529619;Não há Ocorrência para essa Solicitação
8017528516;Deslizamentos de Barreiras
8017527717;Não há Ocorrência para essa Solicitação
8017526719;Não há Ocorrência para essa Solicitação
8017526216;Deslizamentos de Barreiras
8017525014;Não há Ocorrência para essa Solicitação
8017524016;Não há Ocorrência para essa Solicitação
8017522915;Deslizamentos de Barreiras
8017522716;Imoveis com Danos/Risco
8017522716;Deslizamentos de Barreiras
8017521519;Não há Ocorrência para essa Solicitação
8017520416;Deslizamentos de Barreiras
8017518419;Não há Ocorrência para essa Solicitação
8017518016;Não há Ocorrência para essa Solicitação
8017516716;Deslizamentos de Barreiras
